V1.x,V1.y,V3,V2
適量,GE0004,1,花豆
克,GE0004,1,花豆
公克,GE0004,1,花豆
公克,GE0005,1,萊豆
小碗,GE0005,230,萊豆
顆,GE0005,20,萊豆
少許,GE0005,20,萊豆
g,GE0005,1,萊豆
數粒,GE0006,120,毛豆
粒,GE0006,20,毛豆
g,GE0006,1,毛豆
顆,GE0006,20,毛豆
適量,GE0006,1,毛豆
少許,GE0006,20,毛豆
個,GE0006,1,毛豆
把,GE0006,40,毛豆
小碗,GE0006,230,毛豆
大匙,GE0006,15,毛豆
少量,GE0006,20,毛豆
克,GE0006,1,毛豆
公克,GE0006,1,毛豆
元,GE0006,40,毛豆
大匙,GE0006,15,毛豆
G,GE0006,1,毛豆
數顆,GE0006,120,毛豆
斤,GE0006,605,毛豆
米杯,GE0006,230,毛豆
碗,GE0006,230,毛豆
大鍋,GE0006,NA,毛豆
杯,GE0006,15,毛豆
小袋,GE0006,200,毛豆
g,GE0006,1,毛豆
ml,GE0006,1,毛豆
包,GE0006,40,毛豆
飯碗量,GE0006,330,毛豆
湯匙,GE0006,15,毛豆
杯,GE0007,15,甜豌豆
把,GE0007,40,甜豌豆
根,GE0007,5,甜豌豆
適量,GE0007,1,甜豌豆
少許,GE0007,20,甜豌豆
盒,GE0007,605,甜豌豆
粒,GE0008,20,豌豆仁
個,GE0008,1,豌豆仁
茶匙,GE0008,5,豌豆仁
顆,GE0008,20,豌豆仁
根,GE0008,5,豌豆仁
大把,GE0008,120,豌豆仁
適量,GE0008,1,豌豆仁
瓣,GE0008,20,豌豆仁
少許,GE0008,20,豌豆仁
oz,GE0008,28,豌豆仁
些許,GE0008,20,豌豆仁
枝,GE0008,40,豌豆仁
g,GE0008,1,豌豆仁
把,GE0008,40,豌豆仁
小把,GE0008,40,豌豆仁
大匙,GE0008,15,豌豆仁
杯,GE0008,15,豌豆仁
小碗,GE0008,230,豌豆仁
條,GE0008,605,豌豆仁
克,GE0008,1,豌豆仁
公克,GE0008,1,豌豆仁
數個,GE0008,120,豌豆仁
枝,GE0008,40,豌豆仁
C,GE0008,1,豌豆仁
G,GE0008,1,豌豆仁
碗量,GE0008,230,豌豆仁
斤,GE0008,605,豌豆仁
米杯,GE0008,230,豌豆仁
碗,GE0008,230,豌豆仁
公分,GE0008,40,豌豆仁
數片,GE0008,20,豌豆仁
盒,GE0008,605,豌豆仁
支,GE0008,40,豌豆仁
杯,GE0008,15,豌豆仁
g,GE0008,1,豌豆仁
ml,GE0008,1,豌豆仁
包,GE0008,40,豌豆仁
片,GE0008,1,豌豆仁
匙,GE0008,15,豌豆仁
根小匙,GE0008,5,豌豆仁
隨意,GE0008,1,豌豆仁
湯匙,GE0008,15,豌豆仁
片,GE0009,1,荷蘭豆
酌量,GE0009,40,荷蘭豆
g,GE0009,1,荷蘭豆
顆,GE0009,20,荷蘭豆
根,GE0009,5,荷蘭豆
條,GE0009,605,荷蘭豆
包,GE0009,40,荷蘭豆
適量,GE0009,1,荷蘭豆
少許,GE0009,20,荷蘭豆
克,GE0009,1,荷蘭豆
公克,GE0009,1,荷蘭豆
數片,GE0009,20,荷蘭豆
盒,GE0009,605,荷蘭豆
小包,GE0009,40,荷蘭豆
隨意,GE0009,1,荷蘭豆
元,GE0009,40,荷蘭豆
oz,GE0010,28,白腰豆
杯,GE0011,15,紅腰豆
罐,GE0011,5,紅腰豆
oz,GE0011,28,紅腰豆
克,GE0011,1,紅腰豆
條,GE0012,605,翼豆
公克,GE0013,1,蛇豆
莢,GE0014,20,甜豆
個,GE0014,1,甜豆
顆,GE0014,20,甜豆
根,GE0014,5,甜豆
適量,GE0014,1,甜豆
少許,GE0014,20,甜豆
枝,GE0014,40,甜豆
夾,GE0014,20,甜豆
把,GE0014,40,甜豆
小把,GE0014,40,甜豆
大匙,GE0014,15,甜豆
小包,GE0014,40,甜豆
條,GE0014,605,甜豆
克,GE0014,1,甜豆
支,GE0014,40,甜豆
酌量,GE0014,40,甜豆
量杯,GE0014,230,甜豆
斤,GE0014,605,甜豆
公克,GE0014,1,甜豆
支,GE0014,40,甜豆
g,GE0014,1,甜豆
包,GE0014,40,甜豆
片,GE0014,1,甜豆
些許,GE0014,20,甜豆
隨意,GE0014,1,甜豆
顆,GF0001,20,番薯
小塊,GF0001,40,番薯
個,GF0001,1,番薯
cc,GF0001,1,番薯
條,GF0001,605,番薯
顆,GF0001,20,番薯
根,GF0001,5,番薯
適量,GF0001,1,番薯
少許,GF0001,20,番薯
磚,GF0001,40,番薯
份1,GF0001,NA,番薯
g,GF0001,1,番薯
把,GF0001,40,番薯
大匙,GF0001,15,番薯
小球,GF0001,40,番薯
根,GF0001,5,番薯
小條,GF0001,40,番薯
條,GF0001,605,番薯
大顆,GF0001,120,番薯
小顆,GF0001,40,番薯
㏄,GF0001,1,番薯
克,GF0001,1,番薯
只,GF0001,20,番薯
公克,GF0001,1,番薯
份,GF0001,15,番薯
大片,GF0001,120,番薯
個。削皮切塊。,GF0001,NA,番薯
大根,GF0001,120,番薯
塊,GF0001,455,番薯
G,GF0001,1,番薯
大條,GF0001,120,番薯
條360g,GF0001,NA,番薯
斤,GF0001,605,番薯
顆中,GF0001,40,番薯
克,GF0001,1,番薯
個餐盒量,GF0001,NA,番薯
絛,GF0001,40,番薯
些,GF0001,20,番薯
隻,GF0001,605,番薯
G,GF0001,1,番薯
杯,GF0001,15,番薯
塊,GF0001,455,番薯
g,GF0001,1,番薯
碗,GF0001,230,番薯
條30cc,GF0001,NA,番薯
／3碗,GF0001,NA,番薯
包,GF0001,40,番薯
片,GF0001,1,番薯
匙,GF0001,15,番薯
些許,GF0001,20,番薯
數條,GF0001,120,番薯
隨意,GF0001,1,番薯
湯匙,GF0001,15,番薯
小匙,GF0002,15,馬鈴薯
小冰磚,GF0002,NA,馬鈴薯
粒,GF0002,20,馬鈴薯
個,GF0002,1,馬鈴薯
杯,GF0002,15,馬鈴薯
個﹝去皮切件﹞,GF0002,NA,馬鈴薯
顆 去皮切丁,GF0002,40,馬鈴薯
顆,GF0002,20,馬鈴薯
適量,GF0002,1,馬鈴薯
少許,GF0002,20,馬鈴薯
ｇ,GF0002,1,馬鈴薯
顆150g,GF0002,NA,馬鈴薯
顆 300g,GF0002,NA,馬鈴薯
公克,GF0002,1,馬鈴薯
磅,GF0002,455,馬鈴薯
球,GF0002,40,馬鈴薯
小包,GF0002,40,馬鈴薯
g,GF0002,1,馬鈴薯
個,GF0002,1,馬鈴薯
顆去皮切丁,GF0002,NA,馬鈴薯
大匙,GF0002,15,馬鈴薯
杯,GF0002,15,馬鈴薯
人份,GF0002,120,馬鈴薯
公斤,GF0002,1000,馬鈴薯
顆到1顆,GF0002,NA,馬鈴薯
條,GF0002,605,馬鈴薯
個切滾刀塊,GF0002,NA,馬鈴薯
大顆,GF0002,120,馬鈴薯
顆20元,GF0002,NA,馬鈴薯
小顆,GF0002,40,馬鈴薯
克,GF0002,1,馬鈴薯
大湯匙,GF0002,15,馬鈴薯
顆600g,GF0002,NA,馬鈴薯
份,GF0002,15,馬鈴薯
顆切塊,GF0002,40,馬鈴薯
棵,GF0002,40,馬鈴薯
G,GF0002,1,馬鈴薯
至2顆,GF0002,NA,馬鈴薯
顆300g,GF0002,NA,馬鈴薯
斤,GF0002,605,馬鈴薯
大個,GF0002,120,馬鈴薯
碗,GF0002,230,馬鈴薯
塊,GF0002,455,馬鈴薯
小顆,GF0002,40,馬鈴薯
公克,GF0002,1,馬鈴薯
顆,GF0002,20,馬鈴薯
些,GF0002,20,馬鈴薯
枚,GF0002,40,馬鈴薯
小袋,GF0002,200,馬鈴薯
數顆,GF0002,120,馬鈴薯
棵,GF0002,40,馬鈴薯
粒,GF0002,20,馬鈴薯
小個,GF0002,40,馬鈴薯
g,GF0002,1,馬鈴薯
大塊,GF0002,120,馬鈴薯
顆,GF0002,20,馬鈴薯
飯碗,GF0002,230,馬鈴薯
kilogram,GF0002,1000,馬鈴薯
顆300克,GF0002,NA,馬鈴薯
片,GF0002,1,馬鈴薯
顆15元,GF0002,NA,馬鈴薯
些許,GF0002,20,馬鈴薯
隨意,GF0002,1,馬鈴薯
大塊,GF0003,120,芋頭
粒,GF0003,20,芋頭
g,GF0003,1,芋頭
滴,GF0003,20,芋頭
顆,GF0003,20,芋頭
數個,GF0003,120,芋頭
適量,GF0003,1,芋頭
少許,GF0003,20,芋頭
ｇ,GF0003,1,芋頭
顆中型,GF0003,40,芋頭
公克,GF0003,1,芋頭
小塊,GF0003,40,芋頭
小片,GF0003,40,芋頭
小包,GF0003,40,芋頭
個,GF0003,1,芋頭
量杯,GF0003,230,芋頭
小碗,GF0003,230,芋頭
顆500克,GF0003,NA,芋頭
大匙,GF0003,15,芋頭
G,GF0003,1,芋頭
顆620g,GF0003,NA,芋頭
少量,GF0003,20,芋頭
個量,GF0003,40,芋頭
x2大小10塊,GF0003,NA,芋頭
條,GF0003,605,芋頭
／4顆,GF0003,NA,芋頭
大顆,GF0003,120,芋頭
公斤,GF0003,1000,芋頭
小顆,GF0003,40,芋頭
克,GF0003,1,芋頭
條,GF0003,605,芋頭
公克,GF0003,1,芋頭
酌量,GF0003,40,芋頭
塊,GF0003,455,芋頭
棵,GF0003,40,芋頭
G,GF0003,1,芋頭
顆300g,GF0003,NA,芋頭
斤,GF0003,605,芋頭
碗,GF0003,230,芋頭
數滴,GF0003,20,芋頭
盒,GF0003,605,芋頭
杯,GF0003,15,芋頭
塊,GF0003,455,芋頭
KG,GF0003,1000,芋頭
g,GF0003,1,芋頭
克,GF0003,1,芋頭
顆,GF0003,20,芋頭
包,GF0003,40,芋頭
片,GF0003,1,芋頭
隻,GF0003,605,芋頭
匙,GF0003,15,芋頭
分之1顆,GF0003,NA,芋頭
公分長度,GF0004,40,山藥
小塊,GF0004,40,山藥
g,GF0004,1,山藥
cm,GF0004,40,山藥
截,GF0004,20,山藥
條,GF0004,605,山藥
顆,GF0004,20,山藥
根,GF0004,5,山藥
節,GF0004,40,山藥
適量,GF0004,1,山藥
少許,GF0004,20,山藥
錢,GF0004,20,山藥
公升,GF0004,1000,山藥
台斤,GF0004,605,山藥
個,GF0004,1,山藥
公分長切塊,GF0004,40,山藥
大匙,GF0004,15,山藥
CM,GF0004,40,山藥
根,GF0004,5,山藥
小條,GF0004,40,山藥
條,GF0004,605,山藥
小束,GF0004,40,山藥
克,GF0004,1,山藥
公克,GF0004,1,山藥
份,GF0004,15,山藥
元,GF0004,40,山藥
G,GF0004,1,山藥
杯,GF0004,15,山藥
斤,GF0004,605,山藥
公分,GF0004,40,山藥
些,GF0004,20,山藥
隻,GF0004,605,山藥
支,GF0004,40,山藥
分之1條,GF0004,NA,山藥
段,GF0004,40,山藥
塊,GF0004,455,山藥
g,GF0004,1,山藥
小段,GF0004,40,山藥
片,GF0004,1,山藥
公分厚,GF0004,40,山藥
片,GF0005,1,豆薯
個,GF0005,1,豆薯
g,GF0005,1,豆薯
顆,GF0005,20,豆薯
顆,GF0005,20,豆薯
適量,GF0005,1,豆薯
公克,GF0005,1,豆薯
份,GF0005,15,豆薯
個300克,GF0005,NA,豆薯
公分長度,GF0006,40,胡蘿蔔
粒,GF0006,20,胡蘿蔔
g,GF0006,1,胡蘿蔔
份,GF0006,15,胡蘿蔔
小根,GF0006,40,胡蘿蔔
小節,GF0006,40,胡蘿蔔
顆8元,GF0006,NA,胡蘿蔔
\4,GF0006,NA,胡蘿蔔
本,GF0006,NA,胡蘿蔔
小個,GF0006,40,胡蘿蔔
條,GF0006,605,胡蘿蔔
葉,GF0006,20,胡蘿蔔
小冰磚,GF0006,NA,胡蘿蔔
片花,GF0006,40,胡蘿蔔
／2條,GF0006,NA,胡蘿蔔
棵,GF0006,40,胡蘿蔔
大條,GF0006,120,胡蘿蔔
至3根,GF0006,NA,胡蘿蔔
撮,GF0006,20,胡蘿蔔
顆10元,GF0006,NA,胡蘿蔔
碗,GF0006,230,胡蘿蔔
T,GF0006,15,胡蘿蔔
月3日,GF0006,NA,胡蘿蔔
支,GF0006,40,胡蘿蔔
些,GF0006,20,胡蘿蔔
隻,GF0006,605,胡蘿蔔
杯,GF0006,15,胡蘿蔔
塊,GF0006,455,胡蘿蔔
根量,GF0006,40,胡蘿蔔
顆,GF0006,20,胡蘿蔔
ml,GF0006,1,胡蘿蔔
小細條,GF0006,40,胡蘿蔔
小塊,GF0006,40,胡蘿蔔
薄片,GF0006,40,胡蘿蔔
張,GF0006,40,胡蘿蔔
適量,GF0006,1,胡蘿蔔
公,GF0006,1,胡蘿蔔
∕3根,GF0006,NA,胡蘿蔔
片切絲,GF0006,40,胡蘿蔔
公克,GF0006,1,胡蘿蔔
枝,GF0006,40,胡蘿蔔
數個,GF0006,120,胡蘿蔔
杯,GF0006,15,胡蘿蔔
分滿,GF0006,5,胡蘿蔔
小顆,GF0006,40,胡蘿蔔
克,GF0006,1,胡蘿蔔
小朵,GF0006,40,胡蘿蔔
公克,GF0006,1,胡蘿蔔
酌量,GF0006,40,胡蘿蔔
隻,GF0006,605,胡蘿蔔
大根,GF0006,120,胡蘿蔔
G,GF0006,1,胡蘿蔔
條 切塊,GF0006,NA,胡蘿蔔
片量,GF0006,40,胡蘿蔔
個,GF0006,1,胡蘿蔔
米杯,GF0006,230,胡蘿蔔
數片,GF0006,20,胡蘿蔔
點,GF0006,5,胡蘿蔔
支,GF0006,40,胡蘿蔔
小段60克,GF0006,NA,胡蘿蔔
g,GF0006,1,胡蘿蔔
長條,GF0006,120,胡蘿蔔
小段,GF0006,40,胡蘿蔔
小片,GF0006,40,胡蘿蔔
片,GF0006,1,胡蘿蔔
條切滾刀塊,GF0006,NA,胡蘿蔔
匙,GF0006,15,胡蘿蔔
湯匙,GF0006,15,胡蘿蔔
小匙,GF0006,15,胡蘿蔔
個,GF0006,1,胡蘿蔔
厚片,GF0006,40,胡蘿蔔
截,GF0006,20,胡蘿蔔
cc,GF0006,1,胡蘿蔔
只,GF0006,20,胡蘿蔔
支的量,GF0006,NA,胡蘿蔔
公分長,GF0006,40,胡蘿蔔
小匙,GF0006,15,胡蘿蔔
量杯,GF0006,230,胡蘿蔔
小把,GF0006,40,胡蘿蔔
大匙,GF0006,15,胡蘿蔔
隻切丁,GF0006,NA,胡蘿蔔
根,GF0006,5,胡蘿蔔
月2日,GF0006,NA,胡蘿蔔
大匙量,GF0006,15,胡蘿蔔
／3條,GF0006,NA,胡蘿蔔
小支,GF0006,40,胡蘿蔔
CM,GF0006,40,胡蘿蔔
斤,GF0006,605,胡蘿蔔
根切絲,GF0006,40,胡蘿蔔
月1日,GF0006,NA,胡蘿蔔
cm,GF0006,40,胡蘿蔔
根切圓片,GF0006,40,胡蘿蔔
小片段,GF0006,40,胡蘿蔔
分之1條,GF0006,NA,胡蘿蔔
段,GF0006,40,胡蘿蔔
小根切絲,GF0006,40,胡蘿蔔
朵,GF0006,40,胡蘿蔔
跟,GF0006,40,胡蘿蔔
條切塊,GF0006,40,胡蘿蔔
杯量,GF0006,230,胡蘿蔔
點點,GF0006,5,胡蘿蔔
分之2條,GF0006,NA,胡蘿蔔
小截,GF0006,20,胡蘿蔔
茶匙,GF0006,5,胡蘿蔔
條,GF0006,605,胡蘿蔔
顆,GF0006,20,胡蘿蔔
根,GF0006,5,胡蘿蔔
棵斜切片,GF0006,40,胡蘿蔔
少許,GF0006,20,胡蘿蔔
ｇ,GF0006,1,胡蘿蔔
碗切丁,GF0006,330,胡蘿蔔
顆\0.5根,GF0006,NA,胡蘿蔔
把,GF0006,40,胡蘿蔔
分之1杯,GF0006,NA,胡蘿蔔
條切絲,GF0006,40,胡蘿蔔
人份,GF0006,120,胡蘿蔔
少量,GF0006,20,胡蘿蔔
小碗,GF0006,230,胡蘿蔔
小條,GF0006,40,胡蘿蔔
／4碗,GF0006,NA,胡蘿蔔
月4日,GF0006,NA,胡蘿蔔
毫升,GF0006,1,胡蘿蔔
分之1根,GF0006,NA,胡蘿蔔
小條,GF0006,40,胡蘿蔔
克,GF0006,1,胡蘿蔔
公分,GF0006,40,胡蘿蔔
小圓片,GF0006,20,胡蘿蔔
棵,GF0006,40,胡蘿蔔
根切滾刀,GF0006,NA,胡蘿蔔
月8日,GF0006,NA,胡蘿蔔
些許,GF0006,20,胡蘿蔔
數條,GF0006,120,胡蘿蔔
隨意,GF0006,1,胡蘿蔔
小匙,GF0007,15,白蘿蔔
小塊,GF0007,40,白蘿蔔
個,GF0007,1,白蘿蔔
杯,GF0007,15,白蘿蔔
條,GF0007,605,白蘿蔔
顆,GF0007,20,白蘿蔔
根,GF0007,5,白蘿蔔
切片,GF0007,1,白蘿蔔
適量,GF0007,1,白蘿蔔
少許,GF0007,20,白蘿蔔
oz,GF0007,28,白蘿蔔
勺,GF0007,15,白蘿蔔
條 切塊,GF0007,NA,白蘿蔔
杯,GF0007,15,白蘿蔔
些,GF0007,20,白蘿蔔
g,GF0007,1,白蘿蔔
把,GF0007,40,白蘿蔔
小碗,GF0007,230,白蘿蔔
大匙,GF0007,15,白蘿蔔
本,GF0007,NA,白蘿蔔
至2條,GF0007,NA,白蘿蔔
小根,GF0007,40,白蘿蔔
少量,GF0007,20,白蘿蔔
公斤,GF0007,1000,白蘿蔔
根,GF0007,5,白蘿蔔
斤,GF0007,605,白蘿蔔
小條,GF0007,40,白蘿蔔
條,GF0007,605,白蘿蔔
碗,GF0007,230,白蘿蔔
公斤,GF0007,1000,白蘿蔔
至2支,GF0007,NA,白蘿蔔
大顆,GF0007,120,白蘿蔔
克,GF0007,1,白蘿蔔
月2日,GF0007,NA,白蘿蔔
公克,GF0007,1,白蘿蔔
份,GF0007,15,白蘿蔔
元,GF0007,40,白蘿蔔
顆900克,GF0007,NA,白蘿蔔
截,GF0007,20,白蘿蔔
大T,GF0007,15,白蘿蔔
大根,GF0007,120,白蘿蔔
棵,GF0007,40,白蘿蔔
G,GF0007,1,白蘿蔔
分之1條,GF0007,NA,白蘿蔔
／3碗,GF0007,NA,白蘿蔔
斤,GF0007,605,白蘿蔔
條900公克,GF0007,NA,白蘿蔔
小只,GF0007,NA,白蘿蔔
束,GF0007,40,白蘿蔔
月3日,GF0007,NA,白蘿蔔
支,GF0007,40,白蘿蔔
數片,GF0007,20,白蘿蔔
隻,GF0007,605,白蘿蔔
支,GF0007,40,白蘿蔔
大條,GF0007,120,白蘿蔔
段,GF0007,40,白蘿蔔
塊,GF0007,455,白蘿蔔
g,GF0007,1,白蘿蔔
克,GF0007,1,白蘿蔔
根量,GF0007,40,白蘿蔔
斤1條,GF0007,605,白蘿蔔
cm,GF0007,40,白蘿蔔
顆,GF0007,20,白蘿蔔
包,GF0007,40,白蘿蔔
片,GF0007,1,白蘿蔔
罐,GF0007,5,白蘿蔔
些許,GF0007,20,白蘿蔔
條切塊,GF0007,40,白蘿蔔
小段,GF0007,40,白蘿蔔
x5x1.5 cm,GF0007,NA,白蘿蔔
隨意,GF0007,1,白蘿蔔
湯匙,GF0007,15,白蘿蔔
公克,GF0008,1,青蘿蔔
小匙,GF0009,15,甜菜
粒,GF0009,20,甜菜
個,GF0009,1,甜菜
cc,GF0009,1,甜菜
顆,GF0009,20,甜菜
適量,GF0009,1,甜菜
少許,GF0009,20,甜菜
大湯杓,GF0009,15,甜菜
公克,GF0009,1,甜菜
小塊,GF0009,40,甜菜
把,GF0009,40,甜菜
大匙,GF0009,15,甜菜
罐,GF0009,5,甜菜
小顆,GF0009,40,甜菜
㏄,GF0009,1,甜菜
克,GF0009,1,甜菜
公克,GF0009,1,甜菜
棵,GF0009,40,甜菜
G,GF0009,1,甜菜
撮,GF0009,20,甜菜
又0.25杯,GF0009,NA,甜菜
g,GF0009,1,甜菜
顆,GF0009,20,甜菜
包,GF0009,40,甜菜
匙,GF0009,15,甜菜
粒,GF0010,20,洋蔥
g,GF0010,1,洋蔥
圈,GF0010,40,洋蔥
小瓣,GF0010,20,洋蔥
個,GF0010,1,洋蔥
G,GF0010,1,洋蔥
小個,GF0010,40,洋蔥
cup,GF0010,230,洋蔥
條,GF0010,605,洋蔥
大個,GF0010,120,洋蔥
顆 切末,GF0010,NA,洋蔥
公斤,GF0010,1000,洋蔥
棵,GF0010,40,洋蔥
罐,GF0010,5,洋蔥
撮,GF0010,20,洋蔥
碗,GF0010,230,洋蔥
顆切小丁,GF0010,40,洋蔥
些,GF0010,20,洋蔥
盒,GF0010,605,洋蔥
杯,GF0010,15,洋蔥
塊,GF0010,455,洋蔥
個切小丁,GF0010,40,洋蔥
茶匙,GF0010,5,洋蔥
顆,GF0010,20,洋蔥
顆大的1顆,GF0010,NA,洋蔥
顆切絲,GF0010,40,洋蔥
分之1顆,GF0010,NA,洋蔥
大個,GF0010,120,洋蔥
小塊,GF0010,40,洋蔥
切丁,GF0010,1,洋蔥
個克,GF0010,1,洋蔥
適量,GF0010,1,洋蔥
／2個,GF0010,NA,洋蔥
／1顆,GF0010,NA,洋蔥
顆 切碎,GF0010,40,洋蔥
／4個,GF0010,NA,洋蔥
杯,GF0010,15,洋蔥
分滿,GF0010,5,洋蔥
分1塊,GF0010,NA,洋蔥
大顆,GF0010,120,洋蔥
分之3顆,GF0010,NA,洋蔥
小顆,GF0010,40,洋蔥
克,GF0010,1,洋蔥
個 切末,GF0010,40,洋蔥
公克,GF0010,1,洋蔥
酌量,GF0010,40,洋蔥
月6日,GF0010,NA,洋蔥
分之1個切末,GF0010,NA,洋蔥
∕4顆,GF0010,NA,洋蔥
G,GF0010,1,洋蔥
顆切大丁,GF0010,40,洋蔥
顆 切絲,GF0010,40,洋蔥
數片,GF0010,20,洋蔥
點,GF0010,5,洋蔥
／3顆,GF0010,NA,洋蔥
數顆,GF0010,120,洋蔥
／6顆,GF0010,NA,洋蔥
g,GF0010,1,洋蔥
分之1到,GF0010,NA,洋蔥
分之1個,GF0010,NA,洋蔥
／4顆,GF0010,NA,洋蔥
片,GF0010,1,洋蔥
匙,GF0010,15,洋蔥
顆切丁,GF0010,40,洋蔥
湯匙,GF0010,15,洋蔥
小匙,GF0010,15,洋蔥
個,GF0010,1,洋蔥
cc,GF0010,1,洋蔥
／2顆,GF0010,NA,洋蔥
tsp,GF0010,5,洋蔥
個﹝去衣切件﹞,GF0010,40,洋蔥
又0.5顆,GF0010,NA,洋蔥
小碗,GF0010,230,洋蔥
大匙,GF0010,15,洋蔥
小碟,GF0010,160,洋蔥
個量,GF0010,40,洋蔥
顆切碎,GF0010,40,洋蔥
分之1 顆,GF0010,NA,洋蔥
Tbsp,GF0010,15,洋蔥
㏄,GF0010,1,洋蔥
碗,GF0010,230,洋蔥
月1日,GF0010,NA,洋蔥
顆切絲,GF0010,40,洋蔥
小匙,GF0010,15,洋蔥
瓣,GF0010,20,洋蔥
ml,GF0010,1,洋蔥
飯碗,GF0010,230,洋蔥
tbsp,GF0010,15,洋蔥
小顆 200g,GF0010,NA,洋蔥
點點,GF0010,5,洋蔥
茶匙,GF0010,5,洋蔥
月2日,GF0010,NA,洋蔥
顆,GF0010,20,洋蔥
公克,GF0010,1,洋蔥
少許,GF0010,20,洋蔥
ｇ,GF0010,1,洋蔥
分之1,GF0010,20,洋蔥
小片,GF0010,40,洋蔥
顆\0.5根,GF0010,NA,洋蔥
把,GF0010,40,洋蔥
人份,GF0010,120,洋蔥
顆縱切細絲,GF0010,40,洋蔥
少量,GF0010,20,洋蔥
顆切小塊,GF0010,40,洋蔥
／2粒,GF0010,NA,洋蔥
月4日,GF0010,NA,洋蔥
粒切絲,GF0010,20,洋蔥
份,GF0010,15,洋蔥
顆的量,GF0010,40,洋蔥
顆 切細丁,GF0010,40,洋蔥
毫升,GF0010,1,洋蔥
顆切塊,GF0010,40,洋蔥
公公克,GF0010,1,洋蔥
克,GF0010,1,洋蔥
／3粒,GF0010,NA,洋蔥
小把,GF0010,40,洋蔥
粒,GF0010,20,洋蔥
:01,GF0010,NA,洋蔥
顆15元,GF0010,NA,洋蔥
些許,GF0010,20,洋蔥
茶匙份量,GF0010,5,洋蔥
隨意,GF0010,1,洋蔥
T,GF0010,15,洋蔥
g,GF0011,1,蓮藕
截,GF0011,20,蓮藕
根,GF0011,5,蓮藕
節,GF0011,40,蓮藕
適量,GF0011,1,蓮藕
小節,GF0011,40,蓮藕
個,GF0011,1,蓮藕
多片,GF0011,NA,蓮藕
個,GF0011,1,蓮藕
大匙,GF0011,15,蓮藕
克,GF0011,1,蓮藕
小條,GF0011,40,蓮藕
條,GF0011,605,蓮藕
段節,GF0011,40,蓮藕
克,GF0011,1,蓮藕
公克,GF0011,1,蓮藕
斤,GF0011,605,蓮藕
G,GF0011,1,蓮藕
大根,GF0011,120,蓮藕
節,GF0011,40,蓮藕
數片,GF0011,20,蓮藕
支,GF0011,40,蓮藕
段,GF0011,40,蓮藕
塊,GF0011,455,蓮藕
g,GF0011,1,蓮藕
碗,GF0011,230,蓮藕
節,GF0011,40,蓮藕
片,GF0011,1,蓮藕
隨意,GF0011,1,蓮藕
小匙,GF0012,15,藕粉
杯,GF0012,15,藕粉
G,GF0012,1,藕粉
大匙,GF0012,15,藕粉
g,GF0012,1,藕粉
杯,GF0012,15,藕粉
匙,GF0012,15,藕粉
茶匙,GF0012,5,藕粉
少量,GF0012,3,藕粉
適量,GF0012,1,藕粉
碗,GF0012,230,藕粉
少許,GF0012,3,藕粉
克,GF0012,1,藕粉
公克,GF0012,1,藕粉
公克,GF0012,1,藕粉
量杯,GF0012,230,藕粉
小匙,GF0013,15,南瓜
個400g,GF0013,NA,南瓜
小塊,GF0013,40,南瓜
個,GF0013,1,南瓜
條,GF0013,605,南瓜
顆,GF0013,20,南瓜
份,GF0013,15,南瓜
張,GF0013,40,南瓜
適量,GF0013,1,南瓜
／2顆,GF0013,NA,南瓜
圈,GF0013,40,南瓜
少許,GF0013,20,南瓜
分之1,GF0013,20,南瓜
片,GF0013,1,南瓜
公克,GF0013,1,南瓜
粒,GF0013,20,南瓜
包,GF0013,40,南瓜
量杯,GF0013,230,南瓜
小片,GF0013,40,南瓜
顆 500g,GF0013,NA,南瓜
把,GF0013,40,南瓜
小把,GF0013,40,南瓜
大匙,GF0013,15,南瓜
杯,GF0013,15,南瓜
小個,GF0013,40,南瓜
數顆,GF0013,120,南瓜
顆小,GF0013,20,南瓜
公斤,GF0013,1000,南瓜
碗量,GF0013,230,南瓜
小條,GF0013,40,南瓜
條,GF0013,605,南瓜
／2粒,GF0013,NA,南瓜
／8顆,GF0013,NA,南瓜
小顆,GF0013,40,南瓜
克,GF0013,1,南瓜
月4日,GF0013,NA,南瓜
月1日,GF0013,NA,南瓜
公克,GF0013,1,南瓜
個手掌大小,GF0013,NA,南瓜
朵,GF0013,40,南瓜
大片,GF0013,120,南瓜
／2個,GF0013,NA,南瓜
Kg,GF0013,NA,南瓜
棵,GF0013,40,南瓜
G,GF0013,1,南瓜
／2碗,GF0013,NA,南瓜
斤,GF0013,605,南瓜
小磚,GF0013,40,南瓜
碗,GF0013,230,南瓜
磅,GF0013,455,南瓜
小瓣,GF0013,20,南瓜
大碗公,GF0013,330,南瓜
月3日,GF0013,NA,南瓜
些,GF0013,20,南瓜
盒,GF0013,605,南瓜
g,GF0013,1,南瓜
杯,GF0013,15,南瓜
磅。,GF0013,455,南瓜
塊,GF0013,455,南瓜
g,GF0013,1,南瓜
克,GF0013,1,南瓜
ml,GF0013,1,南瓜
:03,GF0013,NA,南瓜
顆,GF0013,20,南瓜
盤,GF0013,40,南瓜
／4顆,GF0013,NA,南瓜
片,GF0013,1,南瓜
人份70g,GF0013,NA,南瓜
大塊,GF0013,120,南瓜
匙,GF0013,15,南瓜
隨意,GF0013,1,南瓜
飯碗量,GF0013,330,南瓜
湯匙,GF0013,15,南瓜
鍋,GF0013,160,南瓜
小匙,GF0014,15,冬瓜
