V1.x,V1.y,V3,V2
g,KA0355,1,海膽醬
小匙,KA0356,15,香草醬
大匙,KA0356,15,香草醬
匙,KA0356,15,香草醬
適量,KA0356,1,香草醬
少許,KA0356,3,香草醬
根小匙,KA0356,5,香草醬
克,KA0356,1,香草醬
公克,KA0356,1,香草醬
tsp,KA0356,5,香草醬
大匙,KA0357,15,燒雞醬
湯匙,KA0357,15,燒雞醬
㏄,KA0357,1,燒雞醬
大匙,KA0359,15,乾燒醬
適量,KA0360,1,粑粑絲醬
大T,KA0361,15,柚醋醬
杯,KA0362,15,酸橙醋
湯匙,KA0363,15,打拋醬
匙,KA0363,15,打拋醬
大匙,KA0363,15,打拋醬
適量,KA0364,1,三杯醬
茶匙,KA0364,5,三杯醬
大匙,KA0364,15,三杯醬
公克,KA0364,1,三杯醬
適量,KA0365,1,怪味醬
大匙,KA0365,15,怪味醬
適量,KA0366,1,串燒醬
公克,KA0366,1,串燒醬
少許,KA0366,3,串燒醬
大匙,KA0368,15,粗豆醬
適量,KA0369,1,核桃酪甜醬
公克,KA0370,1,柚庵醬
公克,KA0371,1,蠔醬
大匙,KA0371,15,蠔醬
茶匙,KA0372,5,A1醬
公克,KA0372,1,A1醬
大匙,KA0372,15,A1醬
小匙,KA0372,15,A1醬
杯,KA0373,15,莓醬
罐,KA0373,5,莓醬
大匙,KA0373,15,莓醬
g,KA0373,1,莓醬
匙,KA0373,15,莓醬
CC,KA0373,1,莓醬
顆,KA0373,3,莓醬
適量,KA0373,1,莓醬
oz1罐,KA0373,NA,莓醬
少許,KA0373,3,莓醬
克,KA0373,1,莓醬
公克,KA0373,1,莓醬
湯匙,KA0373,15,莓醬
大匙,KA0375,15,卡夫奇妙醬
適量,KA0376,1,天婦羅沾醬
公克,KA0377,1,摩卡醬
適量,KA0378,1,馬麥醬
適量,KA0379,1,白拌醬
公克,KA0379,1,白拌醬
適量,KA0380,1,韓式拌醬
瓶,KA0381,5,義大利醬
適量,KA0381,1,義大利醬
少許,KA0381,3,義大利醬
ｇ,KA0381,1,義大利醬
tbsp,KA0381,15,義大利醬
小包,KA0381,6,義大利醬
小碗,KA0381,230,義大利醬
大匙,KA0381,15,義大利醬
cup,KA0381,230,義大利醬
克,KA0381,1,義大利醬
公克,KA0381,1,義大利醬
G,KA0381,1,義大利醬
罐,KA0381,5,義大利醬
碗,KA0381,230,義大利醬
盒,KA0381,605,義大利醬
杯,KA0381,15,義大利醬
g,KA0381,1,義大利醬
ml,KA0381,1,義大利醬
包,KA0381,6,義大利醬
匙,KA0381,15,義大利醬
c.c,KA0381,1,義大利醬
湯匙,KA0381,15,義大利醬
適量,KA0382,1,年糕醬
包,KA0382,6,年糕醬
g,KA0384,1,緬甸酸豆醬
適量,KA0385,1,尼斯醬
樽,KA0386,NA,醉雞汁
少許,KA0387,3,特製醬料
適量,KA0388,1,台灣搵醬
罐,KA0389,5,牛腩醬
杯,KA0390,15,廣東油雞淋醬
碗,KA0391,230,墨西哥醬
大匙,KA0391,15,墨西哥醬
大匙,KA0392,15,加多加多醬
適量,KA0393,1,香糟蒸醬
公克,KA0394,1,香草籽醬
適量,KA0395,1,BB醬
小匙,KA0395,15,BB醬
茶匙,KA0395,5,BB醬
大匙,KA0395,15,BB醬
杯,KA0396,15,豬骨醬
大匙,KA0397,15,紅燒汁
㏄,KA0397,1,紅燒汁
杯,KA0398,15,花果香料醬
小匙,KA0399,15,英國伍斯塔醬
湯匙,KA0399,15,英國伍斯塔醬
大匙,KA0399,15,英國伍斯塔醬
㏄,KA0399,1,英國伍斯塔醬
適量,KA0400,1,辛奇醬
大匙,KA0401,15,韓式燉醬
小碗,KA0403,230,月見沾醬
公克,KA0404,1,客家豆醬
大匙,KA0404,15,客家豆醬
克,KA0404,1,客家豆醬
公克,KA0405,1,調理素肉漿
適量,KA0406,1,黑輪沾醬
g,KA0407,1,桔利蜜
大匙,KA0408,15,山海醬
適量,KA0409,1,金平醬
㏄,KA0409,1,金平醬
g,KA0410,1,藍花汁
克,KA0410,1,藍花汁
包,KA0411,6,原味醬包
適量,KA0412,1,青紫蘇調味醬
少許,KA0414,3,PIZZA醬
適量,KA0415,1,乳香醬
小匙,KA0416,15,TABASCO
大匙,KA0416,15,TABASCO
g,KA0416,1,TABASCO
茶匙,KA0416,5,TABASCO
少許,KA0416,3,TABASCO
適量,KA0416,1,TABASCO
cc,KA0416,1,TABASCO
匙,KA0416,15,TABASCO
T,KA0416,15,TABASCO
數滴,KA0416,3,TABASCO
湯匙,KA0416,15,TABASCO
㏄,KA0416,1,TABASCO
小匙,KA0417,15,鬱金粉
小匙,KA0417,15,鬱金粉
大匙,KA0417,15,鬱金粉
g,KA0417,1,鬱金粉
茶匙,KA0417,5,鬱金粉
少許,KA0417,3,鬱金粉
小撮,KA0417,6,鬱金粉
適量,KA0417,1,鬱金粉
匙,KA0417,15,鬱金粉
些許,KA0417,3,鬱金粉
公克,KA0417,1,鬱金粉
湯匙,KA0417,15,鬱金粉
公克,KA0418,1,葛鬱金粉
大匙,KA0418,15,葛鬱金粉
適量,KA0419,1,紫羅蘭粉
公克,KA0419,1,紫羅蘭粉
小匙,KA0420,15,胡椒粉
粒,KA0420,3,胡椒粉
個,KA0420,1,胡椒粉
.25ml,KA0420,NA,胡椒粉
茶匙,KA0420,5,胡椒粉
／2小匙,KA0420,NA,胡椒粉
顆,KA0420,3,胡椒粉
根,KA0420,5,胡椒粉
TEA,KA0420,5,胡椒粉
微量,KA0420,3,胡椒粉
小搓,KA0420,3,胡椒粉
適量,KA0420,1,胡椒粉
圈,KA0420,6,胡椒粉
少許,KA0420,3,胡椒粉
匙,KA0420,15,胡椒粉
平匙,KA0420,5,胡椒粉
t,KA0420,15,胡椒粉
中匙,KA0420,5,胡椒粉
公克,KA0420,1,胡椒粉
錢,KA0420,3,胡椒粉
tbsp,KA0420,15,胡椒粉
小包,KA0420,6,胡椒粉
湯匙,KA0420,15,胡椒粉
分之1茶匙,KA0420,3,胡椒粉
到4粒,KA0420,NA,胡椒粉
把,KA0420,6,胡椒粉
大匙,KA0420,15,胡椒粉
t茶匙,KA0420,NA,胡椒粉
小T,KA0420,NA,胡椒粉
又0.25指,KA0420,NA,胡椒粉
少量,KA0420,3,胡椒粉
／2茶匙,KA0420,NA,胡椒粉
Tbsp,KA0420,15,胡椒粉
桌匙,KA0420,15,胡椒粉
:01:01,KA0420,NA,胡椒粉
㏄,KA0420,1,胡椒粉
克,KA0420,1,胡椒粉
大撮,KA0420,NA,胡椒粉
公克,KA0420,1,胡椒粉
酌量,KA0420,6,胡椒粉
tb,KA0420,15,胡椒粉
tsp,KA0420,5,胡椒粉
小時,KA0420,NA,胡椒粉
分之1小匙,KA0420,3,胡椒粉
／2匙,KA0420,NA,胡椒粉
斤,KA0420,605,胡椒粉
大匙,KA0420,15,胡椒粉
G,KA0420,1,胡椒粉
杯,KA0420,15,胡椒粉
大茶匙,KA0420,5,胡椒粉
tbs,KA0420,15,胡椒粉
罐,KA0420,5,胡椒粉
小撮,KA0420,6,胡椒粉
: 2 : 0.5 : 0.5 : 0.5,KA0420,NA,胡椒粉
克,KA0420,1,胡椒粉
份,KA0420,15,胡椒粉
T,KA0420,15,胡椒粉
又0.75 茶匙,KA0420,NA,胡椒粉
tsp,KA0420,5,胡椒粉
些,KA0420,3,胡椒粉
點,KA0420,5,胡椒粉
cc,KA0420,1,胡椒粉
小茶匙,KA0420,5,胡椒粉
咪咪,KA0420,3,胡椒粉
小匙,KA0420,15,胡椒粉
毫升,KA0420,1,胡椒粉
小湯匙,KA0420,5,胡椒粉
g,KA0420,1,胡椒粉
碗,KA0420,230,胡椒粉
ml,KA0420,1,胡椒粉
池,KA0420,NA,胡椒粉
匙左右,KA0420,NA,胡椒粉
分之1大匙,KA0420,NA,胡椒粉
包,KA0420,6,胡椒粉
片,KA0420,1,胡椒粉
匙,KA0420,15,胡椒粉
些許,KA0420,3,胡椒粉
t,KA0420,15,胡椒粉
茶匙,KA0420,5,胡椒粉
隨意,KA0420,1,胡椒粉
湯匙,KA0420,15,胡椒粉
茶,KA0420,5,胡椒粉
點點,KA0420,5,胡椒粉
小匙,KA0421,15,胡椒粉
粒,KA0421,3,胡椒粉
個,KA0421,1,胡椒粉
.25ml,KA0421,NA,胡椒粉
茶匙,KA0421,5,胡椒粉
／2小匙,KA0421,NA,胡椒粉
顆,KA0421,3,胡椒粉
根,KA0421,5,胡椒粉
TEA,KA0421,5,胡椒粉
微量,KA0421,3,胡椒粉
小搓,KA0421,3,胡椒粉
適量,KA0421,1,胡椒粉
圈,KA0421,6,胡椒粉
少許,KA0421,3,胡椒粉
匙,KA0421,15,胡椒粉
平匙,KA0421,5,胡椒粉
t,KA0421,15,胡椒粉
中匙,KA0421,5,胡椒粉
公克,KA0421,1,胡椒粉
錢,KA0421,3,胡椒粉
tbsp,KA0421,15,胡椒粉
小包,KA0421,6,胡椒粉
湯匙,KA0421,15,胡椒粉
分之1茶匙,KA0421,3,胡椒粉
到4粒,KA0421,NA,胡椒粉
把,KA0421,6,胡椒粉
大匙,KA0421,15,胡椒粉
t茶匙,KA0421,NA,胡椒粉
小T,KA0421,NA,胡椒粉
又0.25指,KA0421,NA,胡椒粉
少量,KA0421,3,胡椒粉
／2茶匙,KA0421,NA,胡椒粉
Tbsp,KA0421,15,胡椒粉
桌匙,KA0421,15,胡椒粉
:01:01,KA0421,NA,胡椒粉
㏄,KA0421,1,胡椒粉
克,KA0421,1,胡椒粉
大撮,KA0421,NA,胡椒粉
公克,KA0421,1,胡椒粉
酌量,KA0421,6,胡椒粉
tb,KA0421,15,胡椒粉
tsp,KA0421,5,胡椒粉
小時,KA0421,NA,胡椒粉
分之1小匙,KA0421,3,胡椒粉
／2匙,KA0421,NA,胡椒粉
斤,KA0421,605,胡椒粉
大匙,KA0421,15,胡椒粉
G,KA0421,1,胡椒粉
杯,KA0421,15,胡椒粉
大茶匙,KA0421,5,胡椒粉
tbs,KA0421,15,胡椒粉
罐,KA0421,5,胡椒粉
小撮,KA0421,6,胡椒粉
: 2 : 0.5 : 0.5 : 0.5,KA0421,NA,胡椒粉
克,KA0421,1,胡椒粉
份,KA0421,15,胡椒粉
T,KA0421,15,胡椒粉
又0.75 茶匙,KA0421,NA,胡椒粉
tsp,KA0421,5,胡椒粉
些,KA0421,3,胡椒粉
點,KA0421,5,胡椒粉
cc,KA0421,1,胡椒粉
小茶匙,KA0421,5,胡椒粉
咪咪,KA0421,3,胡椒粉
小匙,KA0421,15,胡椒粉
毫升,KA0421,1,胡椒粉
小湯匙,KA0421,5,胡椒粉
g,KA0421,1,胡椒粉
碗,KA0421,230,胡椒粉
ml,KA0421,1,胡椒粉
池,KA0421,NA,胡椒粉
匙左右,KA0421,NA,胡椒粉
分之1大匙,KA0421,NA,胡椒粉
包,KA0421,6,胡椒粉
片,KA0421,1,胡椒粉
匙,KA0421,15,胡椒粉
些許,KA0421,3,胡椒粉
t,KA0421,15,胡椒粉
茶匙,KA0421,5,胡椒粉
隨意,KA0421,1,胡椒粉
湯匙,KA0421,15,胡椒粉
茶,KA0421,5,胡椒粉
點點,KA0421,5,胡椒粉
粒,KA0422,3,辣椒
g,KA0422,1,辣椒
瓶,KA0422,5,辣椒
調,KA0422,NA,辣椒
小根,KA0422,6,辣椒
小枝,KA0422,6,辣椒
片,KA0422,1,辣椒
小瓣,KA0422,3,辣椒
個,KA0422,1,辣椒
條,KA0422,605,辣椒
支辣椒量,KA0422,NA,辣椒
朵,KA0422,6,辣椒
微量,KA0422,3,辣椒
條去籽切末,KA0422,NA,辣椒
棵,KA0422,6,辣椒
小匙,KA0422,15,辣椒
tbs,KA0422,15,辣椒
罐,KA0422,5,辣椒
碗,KA0422,230,辣椒
T,KA0422,15,辣椒
支,KA0422,6,辣椒
些,KA0422,3,辣椒
隻,KA0422,605,辣椒
杯,KA0422,15,辣椒
枝切末,KA0422,NA,辣椒
茶匙,KA0422,5,辣椒
小勺,KA0422,5,辣椒
數支,KA0422,80,辣椒
小根,KA0422,6,辣椒
大支,KA0422,6,辣椒
小搓,KA0422,3,辣椒
小塊,KA0422,6,辣椒
滴,KA0422,3,辣椒
公分長2根,KA0422,NA,辣椒
適量,KA0422,1,辣椒
大條,KA0422,9,辣椒
支去籽,KA0422,NA,辣椒
枝,KA0422,6,辣椒
支拍碎,KA0422,NA,辣椒
根切末,KA0422,NA,辣椒
小顆,KA0422,6,辣椒
克,KA0422,1,辣椒
公克,KA0422,1,辣椒
酌量,KA0422,6,辣椒
隻,KA0422,605,辣椒
大根,KA0422,9,辣椒
數片,KA0422,3,辣椒
點,KA0422,5,辣椒
支,KA0422,6,辣椒
g,KA0422,1,辣椒
小段,KA0422,6,辣椒
包,KA0422,6,辣椒
片,KA0422,1,辣椒
匙,KA0422,15,辣椒
裝飾用,KA0422,NA,辣椒
中匙,KA0422,5,辣椒
湯匙,KA0422,15,辣椒
小匙,KA0422,15,辣椒
個,KA0422,1,辣椒
條切片,KA0422,6,辣椒
小條切末,KA0422,NA,辣椒
湯匙,KA0422,15,辣椒
大匙,KA0422,15,辣椒
公斤,KA0422,1000,辣椒
根,KA0422,5,辣椒
罐,KA0422,5,辣椒
㏄,KA0422,1,辣椒
月2日,KA0422,NA,辣椒
月1日,KA0422,NA,辣椒
條的量,KA0422,NA,辣椒
大T,KA0422,15,辣椒
小支,KA0422,6,辣椒
斤,KA0422,605,辣椒
.5ml,KA0422,NA,辣椒
分之1條,KA0422,NA,辣椒
根切片,KA0422,6,辣椒
ml,KA0422,1,辣椒
小枝,KA0422,6,辣椒
跟,KA0422,6,辣椒
點點,KA0422,5,辣椒
小截,KA0422,3,辣椒
茶匙,KA0422,5,辣椒
條,KA0422,605,辣椒
顆,KA0422,3,辣椒
根,KA0422,5,辣椒
切片,KA0422,1,辣椒
少許,KA0422,3,辣椒
小片,KA0422,6,辣椒
把,KA0422,6,辣椒
條切絲,KA0422,6,辣椒
少量,KA0422,3,辣椒
小條,KA0422,6,辣椒
根切片1根留用,KA0422,NA,辣椒
份,KA0422,15,辣椒
條切末,KA0422,6,辣椒
克,KA0422,1,辣椒
根切絲,KA0422,6,辣椒
些許,KA0422,3,辣椒
數條,KA0422,9,辣椒
隨意,KA0422,1,辣椒
顆,KA0423,3,五彩辣椒
小匙,KA0424,15,辣椒乾
粒,KA0424,3,辣椒乾
g,KA0424,1,辣椒乾
茶匙,KA0424,5,辣椒乾
根,KA0424,5,辣椒乾
大把,KA0424,9,辣椒乾
小根,KA0424,6,辣椒乾
適量,KA0424,1,辣椒乾
少許,KA0424,3,辣椒乾
枝,KA0424,6,辣椒乾
個,KA0424,1,辣椒乾
把,KA0424,6,辣椒乾
小把,KA0424,6,辣椒乾
大匙,KA0424,15,辣椒乾
少量,KA0424,3,辣椒乾
根,KA0424,5,辣椒乾
小條,KA0424,6,辣椒乾
條,KA0424,605,辣椒乾
克,KA0424,1,辣椒乾
公克,KA0424,1,辣椒乾
酌量,KA0424,6,辣椒乾
tsp,KA0424,5,辣椒乾
小搓,KA0424,3,辣椒乾
G,KA0424,1,辣椒乾
小撮,KA0424,6,辣椒乾
碗,KA0424,230,辣椒乾
隻,KA0424,605,辣椒乾
支,KA0424,6,辣椒乾
杯,KA0424,15,辣椒乾
g,KA0424,1,辣椒乾
根量,KA0424,6,辣椒乾
茶匙,KA0424,5,辣椒乾
數支,KA0424,80,辣椒乾
包,KA0424,6,辣椒乾
片,KA0424,1,辣椒乾
匙,KA0424,15,辣椒乾
t,KA0424,15,辣椒乾
數條,KA0424,9,辣椒乾
隨意,KA0424,1,辣椒乾
湯匙,KA0424,15,辣椒乾
小匙,KA0425,15,辣椒水
大匙,KA0425,15,辣椒水
g,KA0425,1,辣椒水
適量,KA0425,1,辣椒水
少許,KA0425,3,辣椒水
t,KA0425,15,辣椒水
小匙,KA0426,15,辣椒粉
茶匙,KA0426,5,辣椒粉
適量,KA0426,1,辣椒粉
少許,KA0426,3,辣椒粉
匙,KA0426,15,辣椒粉
茶匙。,KA0426,NA,辣椒粉
小包,KA0426,6,辣椒粉
湯匙,KA0426,15,辣椒粉
大匙,KA0426,15,辣椒粉
小茶匙,KA0426,5,辣椒粉
少量,KA0426,3,辣椒粉
器皿的量,KA0426,NA,辣椒粉
㏄,KA0426,1,辣椒粉
克,KA0426,1,辣椒粉
公克,KA0426,1,辣椒粉
酌量,KA0426,6,辣椒粉
tsp,KA0426,5,辣椒粉
中匙,KA0426,5,辣椒粉
大匙,KA0426,15,辣椒粉
杯,KA0426,15,辣椒粉
斤,KA0426,605,辣椒粉
t小匙,KA0426,5,辣椒粉
碗,KA0426,230,辣椒粉
T,KA0426,15,辣椒粉
小匙,KA0426,15,辣椒粉
g,KA0426,1,辣椒粉
茶匙,KA0426,5,辣椒粉
匙,KA0426,15,辣椒粉
些許,KA0426,3,辣椒粉
t,KA0426,15,辣椒粉
ml,KA0426,1,辣椒粉
隨意,KA0426,1,辣椒粉
湯匙,KA0426,15,辣椒粉
小匙,KA0427,15,辣油
茶匙,KA0427,5,辣油
適量,KA0427,1,辣油
少許,KA0427,3,辣油
湯匙,KA0427,15,辣油
大匙,KA0427,15,辣油
cc,KA0427,1,辣油
㏄,KA0427,1,辣油
公克,KA0427,1,辣油
酌量,KA0427,6,辣油
大匙,KA0427,15,辣油
mL,KA0427,1,辣油
T,KA0427,15,辣油
數滴,KA0427,3,辣油
杯,KA0427,15,辣油
g,KA0427,1,辣油
茶匙,KA0427,5,辣油
滴,KA0427,3,辣油
tbsp,KA0427,15,辣油
匙,KA0427,15,辣油
些許,KA0427,3,辣油
中匙,KA0427,5,辣油
隨意,KA0427,1,辣油
湯匙,KA0427,15,辣油
小匙,KA0428,15,辣椒醬
包,KA0428,6,辣椒醬
茶匙,KA0428,5,辣椒醬
適量,KA0428,1,辣椒醬
c.c,KA0428,1,辣椒醬
少許,KA0428,3,辣椒醬
中匙,KA0428,5,辣椒醬
tsp,KA0428,5,辣椒醬
湯匙,KA0428,15,辣椒醬
大匙,KA0428,15,辣椒醬
Tbsp,KA0428,15,辣椒醬
cc,KA0428,1,辣椒醬
㏄,KA0428,1,辣椒醬
克,KA0428,1,辣椒醬
大湯匙,KA0428,15,辣椒醬
酌量,KA0428,6,辣椒醬
微量,KA0428,3,辣椒醬
又0.5大匙,KA0428,NA,辣椒醬
斤,KA0428,605,辣椒醬
大匙,KA0428,15,辣椒醬
小匙,KA0428,15,辣椒醬
罐,KA0428,5,辣椒醬
bsp,KA0428,15,辣椒醬
T,KA0428,15,辣椒醬
公克,KA0428,1,辣椒醬
－3小匙,KA0428,NA,辣椒醬
數滴,KA0428,3,辣椒醬
－2大匙,KA0428,NA,辣椒醬
杯,KA0428,15,辣椒醬
份,KA0428,15,辣椒醬
g,KA0428,1,辣椒醬
茶匙,KA0428,5,辣椒醬
滴,KA0428,3,辣椒醬
tbsp,KA0428,15,辣椒醬
片,KA0428,1,辣椒醬
匙,KA0428,15,辣椒醬
些許,KA0428,3,辣椒醬
t,KA0428,15,辣椒醬
ml,KA0428,1,辣椒醬
湯匙,KA0428,15,辣椒醬
小匙,KA0429,15,花椒
數粒,KA0429,9,花椒
小把,KA0429,6,花椒
錢,KA0429,3,花椒
g,KA0429,1,花椒
茶匙,KA0429,5,花椒
顆,KA0429,3,花椒
適量,KA0429,1,花椒
少許,KA0429,3,花椒
大匙多,KA0429,NA,花椒
粒,KA0429,3,花椒
小盤,KA0429,40,花椒
小撮,KA0429,6,花椒
小包,KA0429,6,花椒
來顆,KA0429,6,花椒
到4粒,KA0429,NA,花椒
把,KA0429,6,花椒
小把,KA0429,6,花椒
大匙,KA0429,15,花椒
數顆,KA0429,9,花椒
克,KA0429,1,花椒
個湯匙,KA0429,NA,花椒
酌量,KA0429,6,花椒
幾粒,KA0429,NA,花椒
大T,KA0429,15,花椒
大匙,KA0429,15,花椒
G,KA0429,1,花椒
杯,KA0429,15,花椒
撮,KA0429,3,花椒
小撮,KA0429,6,花椒
碗,KA0429,230,花椒
公克,KA0429,1,花椒
小匙,KA0429,15,花椒
幾顆,KA0429,9,花椒
份,KA0429,15,花椒
g,KA0429,1,花椒
克,KA0429,1,花椒
ml,KA0429,1,花椒
tbsp,KA0429,15,花椒
匙,KA0429,15,花椒
些許,KA0429,3,花椒
小搓,KA0429,3,花椒
隨意,KA0429,1,花椒
湯匙,KA0429,15,花椒
茶匙,KA0430,5,青花椒
公克,KA0430,1,青花椒
小匙,KA0431,15,芥末
ml,KA0431,1,芥末
適量,KA0431,1,芥末
少許,KA0431,3,芥末
湯匙,KA0431,15,芥末
至4大匙,KA0431,NA,芥末
／2匙,KA0431,NA,芥末
小碗,KA0431,230,芥末
大匙,KA0431,15,芥末
少量,KA0431,3,芥末
Tbs,KA0431,15,芥末
條,KA0431,605,芥末
大坨放中間,KA0431,NA,芥末
茶匙,KA0431,5,芥末
公克,KA0431,1,芥末
酌量,KA0431,6,芥末
大匙,KA0431,15,芥末
G,KA0431,1,芥末
杯,KA0431,15,芥末
罐,KA0431,5,芥末
T,KA0431,15,芥末
cc,KA0431,1,芥末
小匙,KA0431,15,芥末
g,KA0431,1,芥末
ml,KA0431,1,芥末
鍋,KA0431,40,芥末
匙左右,KA0431,NA,芥末
包,KA0431,6,芥末
匙,KA0431,15,芥末
些許,KA0431,3,芥末
隨意,KA0431,1,芥末
湯匙,KA0431,15,芥末
點點,KA0431,5,芥末
小匙,KA0432,15,山葵
小把,KA0432,6,山葵
大匙,KA0432,15,山葵
g,KA0432,1,山葵
匙,KA0432,15,山葵
茶匙,KA0432,5,山葵
ml,KA0432,1,山葵
根,KA0432,5,山葵
包,KA0432,6,山葵
適量,KA0432,1,山葵
少許,KA0432,3,山葵
小搓,KA0432,3,山葵
公克,KA0432,1,山葵
支,KA0432,6,山葵
隨意,KA0433,1,山葵葉
適量,KA0434,1,辣根
大匙,KA0434,15,辣根
公克,KA0435,1,牛小椒
小匙,KA0436,15,馬告
把,KA0436,6,馬告
粒,KA0436,3,馬告
g,KA0436,1,馬告
匙,KA0436,15,馬告
茶匙,KA0436,5,馬告
適量,KA0436,1,馬告
少許,KA0436,3,馬告
公克,KA0436,1,馬告
大匙,KA0436,15,馬告
隨意,KA0436,1,馬告
匙 tsp,KA0437,5,莓果粉
匙,KA0437,15,莓果粉
少許,KA0437,3,莓果粉
g,KA0437,1,莓果粉
大匙,KA0438,15,豉椒醬
小匙,KA0439,15,三巴醬
小匙,KA0440,15,桂花醬
大匙,KA0440,15,桂花醬
g,KA0440,1,桂花醬
茶匙,KA0440,5,桂花醬
適量,KA0440,1,桂花醬
克,KA0440,1,桂花醬
公克,KA0440,1,桂花醬
公克,KA0441,1,玫瑰花醬
g,KA0441,1,玫瑰花醬
cc,KA0442,1,鰹魚水
瓶,KA0443,5,蘇打水
杯,KA0443,15,蘇打水
cc,KA0443,1,蘇打水
罐,KA0443,5,蘇打水
適量,KA0443,1,蘇打水
少許,KA0443,3,蘇打水
公克,KA0443,1,蘇打水
人份,KA0444,9,鹽水
g,KA0444,1,鹽水
cc,KA0444,1,鹽水
適量,KA0444,1,鹽水
碗,KA0444,230,鹽水
少許,KA0444,3,鹽水
㏄,KA0444,1,鹽水
隻,KA0444,605,鹽水
份,KA0444,15,鹽水
公升,KA0444,1000,鹽水
支,KA0444,6,鹽水
適量,KA0445,1,蜂蜜水
g,KA0445,1,蜂蜜水
份,KA0446,15,鹵水
小匙,KA0447,15,鹽麴
適量,KA0447,1,鹽麴
大匙,KA0447,15,鹽麴
g,KA0447,1,鹽麴
茶匙,KA0447,5,鹽麴
ml,KA0447,1,鹽麴
片,KA0447,1,鹽麴
匙,KA0447,15,鹽麴
T,KA0447,15,鹽麴
盒,KA0447,605,鹽麴
適量,KA0448,1,檸檬酪
顆,KA0448,3,檸檬酪
克,KA0448,1,檸檬酪
塊,KA0449,455,酸辣湯塊
顆,KA0449,30,酸辣湯塊
公克,KA0450,1,克林姆餡
g,KA0451,1,歐利歐夾心餡
小匙,KA0452,15,美乃滋
茶匙,KA0452,5,美乃滋
份,KA0452,15,美乃滋
適量,KA0452,1,美乃滋
少許,KA0452,3,美乃滋
tbsp,KA0452,15,美乃滋
小包,KA0452,6,美乃滋
湯匙,KA0452,15,美乃滋
包200g,KA0452,NA,美乃滋
大匙,KA0452,15,美乃滋
杯,KA0452,15,美乃滋
小條,KA0452,6,美乃滋
條,KA0452,605,美乃滋
cc,KA0452,1,美乃滋
,KA0452,1,美乃滋
㏄,KA0452,1,美乃滋
克,KA0452,1,美乃滋
公克,KA0452,1,美乃滋
酌量,KA0452,6,美乃滋
大匙,KA0452,15,美乃滋
G,KA0452,1,美乃滋
碗,KA0452,230,美乃滋
T,KA0452,15,美乃滋
杯,KA0452,15,美乃滋
塊,KA0452,455,美乃滋
g,KA0452,1,美乃滋
ml,KA0452,1,美乃滋
包,KA0452,6,美乃滋
匙,KA0452,15,美乃滋
些許,KA0452,3,美乃滋
隨意,KA0452,1,美乃滋
湯匙,KA0452,15,美乃滋
大匙,KA0453,15,蘑菇醬
瓶,KA0453,5,蘑菇醬
朵,KA0453,6,蘑菇醬
罐,KA0453,5,蘑菇醬
適量,KA0453,1,蘑菇醬
克,KA0453,1,蘑菇醬
少許,KA0453,3,蘑菇醬
湯匙,KA0453,15,蘑菇醬
塊,KA0454,455,海鮮塊
少許,KA0454,3,海鮮塊
小塊,KA0454,6,海鮮塊
杯,KA0455,15,清湯
g,KA0455,1,清湯
cc,KA0455,1,清湯
罐,KA0455,5,清湯
適量,KA0455,1,清湯
㏄,KA0455,1,清湯
杯,KA0456,15,雞汁
大匙,KA0456,15,雞汁
適量,KA0456,1,雞汁
碗,KA0456,230,雞汁
㏄,KA0456,1,雞汁
公克,KA0456,1,雞汁
湯匙,KA0456,15,雞汁
㏄,KA0457,1,素湯頭
㏄,KA0458,1,奶香湯頭
小匙,KA0459,15,雞湯
粒,KA0459,3,雞湯
個,KA0459,1,雞湯
cc,KA0459,1,雞湯
顆,KA0459,3,雞湯
適量,KA0459,1,雞湯
c.c,KA0459,1,雞湯
少許,KA0459,3,雞湯
小塊,KA0459,6,雞湯
ML,KA0459,1,雞湯
公升,KA0459,1000,雞湯
ml,KA0459,1,雞湯
少量,KA0459,3,雞湯
大匙,KA0459,15,雞湯
cc,KA0459,1,雞湯
L,KA0459,1,雞湯
CC,KA0459,1,雞湯
ｍｌ,KA0459,1,雞湯
克,KA0459,1,雞湯
ｃｃ,KA0459,1,雞湯
公升,KA0459,1000,雞湯
杯量米杯,KA0459,230,雞湯
份,KA0459,15,雞湯
毫升,KA0459,1,雞湯
㏄,KA0459,1,雞湯
杯,KA0459,15,雞湯
量杯,KA0459,230,雞湯
c.c.,KA0459,1,雞湯
mL,KA0459,1,雞湯
罐,KA0459,5,雞湯
L,KA0459,1,雞湯
米杯,KA0459,230,雞湯
克,KA0459,1,雞湯
T,KA0459,15,雞湯
月3日,KA0459,NA,雞湯
公克,KA0459,1,雞湯
毫升,KA0459,1,雞湯
杯,KA0459,15,雞湯
塊,KA0459,455,雞湯
大碗,KA0459,330,雞湯
g,KA0459,1,雞湯
碗,KA0459,230,雞湯
ml,KA0459,1,雞湯
包,KA0459,6,雞湯
匙,KA0459,15,雞湯
c.c,KA0459,1,雞湯
酌量,KA0459,6,雞湯
茶匙,KA0459,5,雞湯
湯匙,KA0459,15,雞湯
點點,KA0459,5,雞湯
小匙,KA0460,15,高湯
小塊,KA0460,6,高湯
個,KA0460,1,高湯
茶匙,KA0460,5,高湯
罐,KA0460,5,高湯
顆,KA0460,3,高湯
份,KA0460,15,高湯
湯勺,KA0460,15,高湯
適量,KA0460,1,高湯
c.c,KA0460,1,高湯
少許,KA0460,3,高湯
些,KA0460,3,高湯
