食材名稱,同義詞
魷魚,尤魚
烤鴨片,烤鴨
紅茶,英式伯爵茶茶包
火鍋料,桂冠燕餃
義大利香料,意大利香料
棒棒腿,小雞腿切塊
鮪魚,鮪魚罐頭
豬里肌肉排,去骨大裏肌肉
糖漿,焦糖果露
牛菲力,裏脊肉
九層塔,九層塔葉
黑麥,黑麥片
蘆筍,文山竹
豬油,前赤油
牛排,牛排肉片
魚翅,魚翅
車蝦,車蝦
櫻桃,梅桃
龍舌蘭酒,Tequila Wine
蝶荳藍花,蝶荳藍花
鬚苣,?苣
蜆,蚋仔
冰梅,冰梅
色素,食用色素1號
?菜,青?菜
甜椒,黃甜椒
布利乳酪,Brie 起司
土魠魚,鰆魚
蘑菇醬,菇菇醬
紫萵苣,紫生菜
照燒醬,照燒醬
韓國年糕,韓式年糕
日本茶,日本烘培茶
炒蛋,炒蛋末
胡蘿蔔,胡羅蔔絲
水蓮菜,台灣鏡蓋
綠豆粉,綠豆粉
義大利香料,義大利什錦香料
酸辣湯包,泰式酸辣清湯香料包
綠豆,綠豆粒
落葵,龍宮菜
龍骨,龍骨
湯種,湯種
油揚,油揚
菊花,白菊花
葛樓子,葛樓子
西瓜,小玉西瓜
烤肉醬,沙茶燒烤醬
紫萵苣,?生菜
檸檬皮,檸檬皮屑
蛋皮,煎好的圓形薄蛋皮
咖哩雞丁,咖哩雞丁
辣椒,Paprika
油,老油
素豆腸,豆腸
紫高活芽,紫高活芽
刈包皮,刈包皮
綜合丸,綜合丸子
豌豆仁,豌豆仁
白菇,白菇切小塊
三絲丸,小型三絲丸
胛心排,胛心排
菜鬆,菜鬆
蛤蜊湯塊,牛頭牌蛤蜊湯塊
烤肉醬,統一四季燒烤醬
花生,油花生
豆腐,豆腐
麥片,即食麥片
蔬菜,冷凍青紅蔬菜
義大利甜醋,義大利甜醋
豉油,日本豉油
車蝦,日本對蝦
香菇,罐裝鮮菇
紅條魚,東星斑
放山雞,樸活山雞
七葉蘭,七葉蘭
香蝦拌醬,香蝦拌醬
蝦漿,蝦漿
當歸藥包,當歸藥材
雞蛋,生蛋
炸衣,炸麵衣
茶包,茶包袋
蔬菜,喜愛的新鮮蔬菜
雞蛋花,雞蛋花
帕達諾起司,Padano乾酪
糖醋魚塊,鎮江醋魚
辣椒,紅辣椒
豬絞肉,餃肉
豆蔻,肉蔻
章魚,猴水仔
辣根,西洋山?菜
牛腱,紅牛腱
黃瓜,刺瓜
香鬆,任何口味的香鬆
辣椒,紅尖椒
棒棒腿,小棒腿
小麥,粗麥粒
筍乾,熟筍干
莎莎醬,salsa
筊白筍,高筍
高筋麵粉,高筋
二砂糖,粗糖
番薯,新北健康三寶甘藷
紹興酒,元紅酒
剩菜,家裡的剩菜
麥芽,土麥芽漿
薑,生姜
肉羹,肉羹
橙皮,橘皮丁
中東麵餅,Pita口袋餅
三色蔬菜,冷凍的三色蔬菜
鳳梨,甜蜜蜜鳳梨
香草,香草
太白粉,木薯粉
紫草,紫草
吉利丁　,吉利片
藥燉湯底,藥燉湯底
泰式烤雞料理包,泰式烤雞料理包
蔥,蔥綠切絲
紫蘇,日本大葉
小米,粟
水餃皮,餃子皮
膨皮,膨皮
帕馬森起司,巴馬臣芝士碎
辣椒粉,紅辣末
蛋液,蛋水
葡萄柚,青皮葡萄柚
粿,粿
花豆,紅花豆
起酥片,現成起酥
蟹黃,蟹膏
粥,粥
美乃滋,梅奶滋
手指餅乾,義式手指餅乾
芥藍菜,芥藍
花生,剝皮花生
萵苣,萵 苣
貢丸,自製肉丸
蘭姆酒,藍姆酒
奧勒岡,牛至葉
牛豬混碎肉,牛豬混碎肉
羅勒子,花粉子
春雞,童子雞
海蜇皮,海蜇
玉米油,玉米油
節瓜花,櫛瓜花
紹興酒,女兒紅
金粉,金粉
雞腿,肉雞腿
四物藥包,中藥四物包
雞腳,肉雞腳
假人蔘,紫人參
美生菜,西生菜
花生,去殼無鹽花生
瑞典薄餅,瑞典薄餅
紅李沾醬,紅李沾醬
肉餡,鮮肉餡
中東麵餅,袋餅
豬絞肉,免治豬肉
巧克力米,彩色巧克力米
牛蒡,牛蒡
半天筍,檳榔心
河粉,河粉
綠豆,綠豆
野莧菜,豬莧
卡士達粉,蛋粉
和風醬,和風沙拉醬日式蔬菜佐料
蝦,去殼大蝦
鴨腳,鴨腳
水餃,鮮肉餃
隔夜飯,冷藏剩飯
鴨腿,鴨腿
李子,桃接李
年糕醬,年糕醬
鴨腸,鴨腸
魷魚乾,阿根廷魷魚乾
烹大師堅魚風味,烹調大師
菊花,乾燥黃菊花
肉醬,京醬肉醬
義大利脆硬餅,義大利硬餅乾
黑木耳,黑目耳
棗子,印度棗
鹹鴨蛋,咸旦
黑木耳,木檽
酥球,橄欖形酥球
黑輪,高雄黑輪
油,五珍寶調和油
金針菇,金珍菇
Oreo餅乾,Oreo餅乾碎
乳豬,乳豬
辣椒乾,宮保
大白菜,燙熟的大白菜葉
米糕,米糕
羊排,羊排
腐皮,皮絲片
味醂,味 霖
起司,起司
茶汁,濃茶
腰子,腰只
油蔥,油蔥
半支蓮,半支蓮
柳橙,橙肉
油粿,油粿
花枝,花枝條
鵝胗,鵝胗
辣椒粉,一味唐辛子
薄荷葉,薄菏葉
苦瓜,苦瓜
帕馬森起司,Parmigiano 起司
芡水,太白水
全雞,珍珠雞
稜角絲瓜,雨傘瓜
苦茶油,主婦苦茶油
紅燒肉,冰糖紅燒肉
雞肉,仿土雞肉
美生菜,結球萵苣
粄條,乾澱粉
豬肝,粉肝
混合菇,菇類
綠竹筍,綠竹筍
胡椒粉,白楜椒粉
綠茶,綠茶
豬里肌肉片,豬里肌肉片
普洱茶,普洱小沱茶
洋蔥,Onion
西梅乾,西梅乾
小番茄,小番茄
川牛膝,甜川牛膝
藿香,藿香
橘子,金柑
人蔘,花旗蔘片
調味粉包,調味粉
起司腸,桂冠德式起司腸
人參果,仁心果
牛奶,奶
辣拌醬,桑辣拌醬
焦糖片,焦糖片
豬後腿肉,豬瘦腿肉
土魠魚,土托魚
辣拌醬,香辣醬
黑胡椒蘑菇醬,黑胡椒蘑菇醬
味精,高鮮味精
烏骨雞肉,烏骨雞
蔬菜,什錦蔬菜
乳酸菌粉,活性乳酸菌粉
薤,珠蔥
甘仔魚,瓜仔魚
蒜,蒜頭碎
小番茄,聖女小蕃咖
鍋粑,現成的鍋粑
水,白開水
魚肉,魚
糖花,小糖花
綜合丸,烤丸子
泰式酸辣湯塊,泰式酸辣湯醬
左手香,左手香
甘仔魚,甘仔魚
椒鹽,楜椒
糙米,玄米
鴕鳥肉,鴕鳥肉
洛神醬,洛神醬
麻辣鍋底,巿售麻辣湯底
紹興酒,大陸紹興
桑葉,新鮮桑葉
蒜蓉醬,泰式蒜蓉醬
醃料包,調理包
桑葚,新鮮桑葚
雞翅,中節翅
瓠瓜,瓠瓜絲
烹大師堅魚風味,烹大師風味
大芥菜,衝菜
筊白筍,茭白筍塊
可爾必思,可爾必斯
咖哩,咖哩粉
綜合丸,橙果水產大虱丸
魚皮,魚皮
刀削麵,刀削麵
決明子,假綠豆
田雞,田雞腿
紅燒茄汁湯,茄汁湯頭
燈籠果,燈籠果
石膏粉,熟石膏粉
瑞士捲,基礎原味瑞士捲
醋栗,醋栗
洋菜粉,系寒天
麵包,佛卡夏
丁香魚,日本銀帶?
棒棒腿,棒腿
芡水,淋芡汁
牛排,帶骨牛排肉
壽喜燒,穀盛壽喜燒
大黃,大黃
芽菜,芽菜
照燒醬,好燒醬
班蘭汁,班蘭汁
四方餅,四方餅
爆米花,市售爆米花
鯷魚,江魚仔
烏龍茶,熱烏龍茶湯
包子,鮮肉包
燒賣皮,燒賣皮
法國麵包,巿售法國軟法
糖醋醬,糖醋
鮮豬凍,鮮豬凍
麥芽,水飴麥芽
鹹魚原鍋飯,鹹魚原鍋飯
油蔥酥,紅蔥油酥
義大利香料,小磨坊義式香料
蘿蔓萵苣,蘿曼葉
控肉,爌肉
菠菜,菠菱
南瓜,南瓜皮絲
豬里肌,前脊肉
餅皮,蒸餅皮
奶油,牛油
脆梅,醃梅肉
奶油起司,忌廉芝士CreamCheese
可爾必思,可爾必思水語
刈包,刈包
和風醬,胡麻和風醬
菠菜,菠菜
薄荷糖漿,綠薄荷糖漿
七層塔,七層塔
紅蔥頭,紅蔥末
丁骨牛排,丁骨
紅豆,蜜紅豆
雞翅,肉雞翅
香辣粉,辣粉
牛後腿肉,牛腿肉
香草粉,香草粉
透抽,中管
艾草粉,艾草粉
蔥,蔥切細粒
包心芥菜,包心芥菜
青龍辣椒,青龍辣椒
草仔粿,艾草粿
桂花,桂子
綜合丸,照燒雞肉丸
雞湯罐頭,Cream of chicken罐頭
煎餃,冷凍煎餃
烏芭葉,烏芭葉
羊肉,羊小塊
四神湯,四神湯配料
香草精,香草精
鴨血,鴉血
柳橙汁,柳丁汁
山竹,山竹子
香鬆,味導香鬆
酵母粉,醱粉
蝦夷蔥,小蔥
墨魚醬,新鮮墨魚醬
蜆,蜆仔
豬油,豬油
韓式拌醬,韓式拌醬
鮭魚,三文魚柳
蛤,大蛤仔
牡蠣,急凍桶蠔
水餃,餃
排骨,排骨
鮮奶油,動鮮
甜椒,三色椒
消化餅乾,餅乾消化餅
落葵,蝟菜
海浮石,海浮石
梨子,豐水梨
白蒜,蒜白
蘋果,現削蘋果
炸粉,脆漿
三點蟹,3點蟹
豌豆仁,碗豆
甜椒,彩椒絲
海蝦,天使紅蝦
生腸,生腸
落葵,胭脂豆
銀粉,食用銀粉
水,冷開水
餅乾粉,奇福餅乾粉
辣椒醬,煎餅辣味醬
箭竹筍,箭竹筍
枝仔冰,枝仔冰
桔皮,橘皮
巴西里,新鮮百香里
炸大蝦,炸大蝦
烏梅汁,亮農場有機Q梅汁
榛果,榛果
珍菇,香珍菇
在來米粉,在來米粉
薤,小蒜
蛤,鮮蛤
鮮味炒手,康寶鮮菇鮮味炒手
雞醬,泰式甜醬
紅蔥頭,紅蔥頭
芥末,芥末
雞醬,泰式葵果甜雞醬
胡椒粉,白胡椒粉
蔬菜,pazi
芥藍芽,菜嬰
A菜,葉萵苣
海苔,海苔粉
蒜味醬,糖蒜
樹子,破布子連汁
海菜,紫菜
蜜餞,紅李蜜餞
李子,李子
紅酒醋,紅酒醋
龍舌蘭酒,龍舌蘭酒
蔬菜,綜合蔬菜
油魚,鎮海漁城南極圓鱈
豬胛心肉,肩夾肉
辣椒,生辣椒
小番茄,車里茄
紅糟,紅槽醬
飛魚,飛魚
綠茶,綠茶包
苦地膽,苦地膽
牛肚,金錢肚
河粉,泰式河粉
魷魚絲,魷魚乾
牛肋排,牛條肉
山竹,鳳果
菜脯,菜埔小菜
橘子醬,橘醬
披薩,PIZZA
馬郁蘭,馬喬蘭
大餅,雜糧大餅
鰤魚,青甘?
豬腳,咸豬手
紅豆湯,紅豆湯
紫糯米,紫糯米
餃子餡,全蝦餃子餡
櫻桃汁,櫻桃汁
辣椒粉,匈牙利紅椒粉
蔥,蔥綠切花
魯菜,魯菜
蛋黃,雞蛋黃
奶油,另備牛油
烤肉醬,燒烤醬
桑葚汁,桑葚原汁
紅毛丹,紅毛丹
魚皮,魚皮
辣椒粉,Cayenne Pepper
魚香肉絲,魚香肉絲
紅茶,天堂鳥冰紅茶
春捲皮,春卷皮
青魚,去刺青魚
蒜,蒜子
藤心,黃藤
彩米,綠彩米
白蔭油,白陰油
胡蘿蔔,紅蘿蔔丁
天麻,天麻
湯包皮,湯包皮
奶酪,純奶酪粉
薑,沙羌片
甘草,炙草
豆蔻,肉果
莓果,綜合莓
薄荷糖漿,薄荷糖漿
檸檬酪,檸檬奶油醬
白蘿蔔,白羅蔔
藜麥,Quinoa
糖醋醬,酸糖醋汁
芝麻醬,芝?醬
七味粉,唐辛七味子
玫瑰花,新鮮有機玫瑰花
煎餅,全麥煎餅
煎餃,全麥煎餃
果汁,7Select鮮果汁
厚片吐司,厚片吐司
杏仁,杏仁
蔬菜,七種蔬菜
砂糖,藍糖霜
眝麻根,眝麻根
小蘇打粉,小梳打粉
白扁豆,花蓮豆
酒釀,雪花釀
奇異果,中國醋粟
太白粉,芡粉
酸奶油,酸奶醬
水,熱開水
饅頭,現成饅頭
燒肉,燒肉丁
隔夜飯,隔夜冷飯
夏枯草,夏枯草
拌飯料,蛋味拌飯料
梅干扣肉,梅干扣肉
鹽蛋,彩鹽蛋
中筋麵粉,中筋麵粉
青椒,青椒絲
卡士達醬,奶黃液
蕺菜,側耳根
桔梗,桔梗
醬油膏,素油膏
雞胸肉,雞清胸肉
牛樟菇,窟內菰
香草籽,新鮮香草籽
海菜,水雲
鹽蛋,蛋鹽
前排肉,上腦肉
焗烤起司,烤pizza用cheese
牛奶,生奶
莓醬,野莓醬
波蘿蜜,波蘿蜜
奇雅籽,chia seed
辣鮮露,康寶辣鮮露
酒釀,甜酒釀
鐵樹葉,鐵樹葉
米豆,黑眼豆
蝦蛄,蝦蛄
XO醬,XO 醬
薏仁,熟薏仁
柿子,甜柿
小蘇打粉,梳打粉
Haagen dazs,Haagen dazs迷你杯
巴西里,洋芹
橄欖油,Olive oil
馬鈴薯,洋芋
馬鈴薯,馬鈴薯條
法國麵粉,法國麵包粉
棕櫚葉,棕櫚葉
發酵粉,醱酵粉
薤,野韭
蝦,大蝦子
包子,肉包
海蝦,野生海大蝦
奶油,室溫下的無鹽牛油
義大利麵,ARBELLA 寬麵
泰式香料,泰式香料
西汁,西汁
牛肉片,美國霜降燒烤片
酪梨,酪梨
明太子調理包,明太子調理包
美乃滋,美乃汁
消化餅乾,麥唯他消化餅
胛心排,肩胛排
羅勒子,羅勒籽
豬母菜,地馬菜
蒜,香蒜粒roast garlic
豬里肌,腰內肉
嘴邊肉,豬臉頰肉
蝦,無毒大蝦
﻿牛肉,熟牛肉
青鱗魚,青鱗魚
橙皮,橙皮細末
雞蛋,動福蛋
餅乾,餅乾碎
冷泡茶,文山青茶即品冷泡茶
蝦醬,蝦膏
櫻桃,櫻珠
洋菇,藦菇
酸辣湯塊,牛頭牌酸辣湯塊
巴西蘑菇,巴西蘑菇
蔬菜冰磚,蔬菜冰磚
烏梅汁,台東有機Q梅梅汁
麻糬,麻糬
話梅,話 梅
豆子,豆子丁
帕馬森起司,費城芝士
煮鵝湯,煮鵝湯
廣東萵苣,皺葉萵苣
花茶包,立頓茗閒情茉莉花茶
大根芽,大根芽
濃縮紅甜菜汁料理粉,濃縮紅甜菜汁料理粉
紅腰豆,芸豆
瓠瓜,干瓢
裝飾糖粒,裝飾糖珠
香菜,芫荽
味醂,味淋
杏仁,北杏
茶葉,熟茶
魚肉,去骨魚排
橙皮,橙皮
蛤,中蛤粒
筊白筍,菰筍
蛋油,蛋油
白斬雞,白斬雞塊
炸香料,炸香料
牛肝菌,牛肝菌
芥子油,芥子油
東方美人茶,東方美人茶
胛心排,豬頸骨
伍仁果,伍仁果
原味燒餅,原味燒餅
五榖粒,五榖粒
茅屋起司,茅屋起司
蠶豆,蠶豆仁
絲路,絲路
紅扁豆,扁豆子
蘿蔓萵苣,蘿蔓萵苣
飯,冷飯熱飯
抹茶拉堤粉,抹茶拉堤粉
冰魚,南極冰魚
麵線,壽麵
辣椒乾,辣椒乾
康寶濃湯,康寶濃湯
小番茄,小蕃茄
橘子汁,新鮮蜜柑汁
麵糰,麵糰
豬母菜,馬齒莧
紅豆,赤小豆
牛肉絲,牛肉絲
三色蔬菜,3色蔬菜丁
柳橙,香吉士
放山雞,放山母雞
雜豆,雜豆
豚骨湯塊,牛頭牌豚骨湯塊
龍蒿,龍蒿
麻糬,求肥
氣泡酒,義大利LAMBRUSCO 粉紅氣泡酒
桂花露,桂花湯汁
雞蛋,石安玉子
柚子,白柚
麵糊,麵糊
紹興酒,陳年紹興
養樂多,比菲多
鯛魚,海雞母
番紅花,蕃紅花
奧勒岡,奧勒崗葉
低筋麵粉,低筋
裝飾糖粒,彩虹小圓珠糖粒
胡椒粉,糊椒
薑,南薑
瑞可達起司,瑞叩塔起司
素麵包,素麵包
紅土,紅土
金茸,金茸
拌飯料,彩色拌飯料
豆腐乳,腐乳汁
醬油,龜甲萬和露醬
山楂,山楂片
三七,田七
雞翅,雞小翅
牛奶,花奶
寒天,寒天QQ
黑珍菇,黑珍菇
豬肝,熟粉肝
甘露子,甘露子
酸豆角,酸豆角
牛小排,牛仔骨
半雞,雞半隻
o急汁,o急汁
帕馬森起司,帕瑪森cheese
茴香酒,茴香酒
Q心皮,Q心皮
便當,小煎飯餅便當
梅醬,梅汁醬
燒鴨,燒鴨
夾心餅乾,迷你夾心餅乾
土魠魚,藍點馬鮫魚
咖哩,咖理塊
橘子,年柑丁
豆薯,涼薯
康寶濃湯,康寶濃湯包
卡夫奇妙醬,MiracleWhip
寒天,寒天絲
馬郁蘭,馬鬱草
照燒醬,照燒汁
飯,冷飯
橙皮,酒漬橙皮丁
起司,北海道原味起司球
手卷,綜合手卷
披薩,披薩
鯛魚,鯛魚片
海鮮醬,海鮮醬
桂竹筍,桂竹筍片
紅色色素,紅色5號色素
蘋果,蘋果肉
巴西里,香芹菜
梨子,西洋梨
樹子,破果子
苦精,苦精
蚵仔麵線,蚵仔麵線
鬆餅粉,鬆餅粉
炒蛋,炒蛋碎
紫色色素,紫色色膏
四神湯,四神藥材
橄欖油,頂級初榨橄油
紫藷香鬆,紫藷香鬆
棒棒腿,翅小腿
蔬菜,蔬菜綜合包
魚唇,魚唇
大骨湯,大骨湯
吉利丁　,吉利丁片
纖維粉,綜合纖維粉
鳥豆,鳥豆
冰塊,冰
鰻魚,饅魚罐頭
巧克力,chocolate
帕馬森起司,陳年帕馬森乾酪
萊姆,龍珠果
牛菲力,美國菲力
節瓜,小冬瓜
麥粉,裸麥粉
米,有機米
米粉,蓬萊米粉
全雞,光雞
美乃滋,美奶茲
果糖,水果糖
柑曼怡,柑曼怡
優格,原味優葛
燕魚,燕魚
西洋參,西洋參
紅燒扣肉,廣達香紅燒扣肉
紫蘇,綠紫蘇葉
高湯,牛頭牌高湯罐
荸薺,水栗
豆漿,無糖豆漿
紅糟,紅槽
豬母菜,老鼠耳
甘蔗,竹蔗
蔥,細蔥
二砂糖,turbinado sugar
甘露子,益母膏
吻仔魚,魚勿仔魚
白魚,白魚
肉捲,自製肉捲
芋頭,芋
伏苓,伏苓
豬心,豬心
鮮奶油,Whipping Cream
紫薯粉,紫心甘藷粉
迷迭香,fresh rosemary
饅頭,雜糧小饅頭
牛肋排,牛肋排
RDF禾法頌尼斯燉菜,RDF禾法頌尼斯燉菜
芋頭,芋片
秀珍菇,莠珍菇
高麗菜,包心菜
焦糖醬,鹹味焦糖醬
麻辣鍋底,麻辣鍋底
南瓜,小青南瓜
節瓜,結瓜
枸杞,生杞
巴西里,義大利香芹菜
彩色蔬菜,綜合彩豆
老虎醬,老虎醬
檸檬,青檸片
蝦丸,自製蝦丸
銀絲卷,銀絲捲
松阪豬,松阪肉
酪漿,酪乳
混合菇,草野菇
箭竹筍,劍筍
香菇,花菇
奶酪,鮮奶酪
日本南瓜,日本南瓜
膨皮,炸豬皮
苦茶油,冷壓苦茶油
蜂蜜,蜜糖　 　　　　　　
抹茶,抹茶好朋友
橘子,紅柑
檸檬酪,檸檬凝乳
泡打粉,泡達粉
薯條,chips
椒鹽,椒鹽
巧克磚,巧克磚
柿子,紅柿
香菜,香菜根碎
山楂,山楂
美人心,美人心
冷凍蔬菜,steam veggies
金針菇,凍菌
威化餅乾,威化餅
滷味,滷味
女貞子,女貞子
糯米醋,糯米醋
凱薩醬,凱撒脆綠鮮
水蓮菜,刺種莕菜
豆醬醃床,豆醬醃床
太白粉,馬鈴薯粉
果粒茶,果粒茶
吉利丁　,即溶吉利丁粉
菜脯,老菜浦
羅布麻茶包,羅布麻茶包
中濃醬,中濃醬
臘味,臘味
連翹,一串金
穀粉,穀粉
菜脯,菜圃
田雞,虎皮蛙
穀粒,穀粒
黑喉,黑喉魚
大麥仁,大麥仁
蝦,鮮蝦
高麗菜,高麗菜葉
毛豆,毛豆仁
粄條,板條
水,溫水
番薯,黃金甘藷
肯瓊粉,肯瓊粉
雞腿,去骨雞腿
甜椒,紅甜椒
吉利丁　,魚膠片
九孔,綠貽貝
椰纖粉,椰纖粉
Oreo餅乾,歐利歐
淡醬粉,淡醬粉
玉米粉,玉米澱粉
醬瓜,花瓜
豬絞肉,絞腿肉
麻竹筍,巨竹
Oreo餅乾,OREO餅乾
竹笙,竹笙
紅色色素,粉紅色素
竹笛,竹笛
田雞,哈士蟆
鰻魚,鰻魚
大麥,熟麥片
葉綠素,葉綠素
薄荷糖漿,薄荷香蜜
千層香酥薄餅,京餅
火腿,火腿肉片
醋,酢
植物油,液體植物油
薑,羌片
通寧水,通寧水
布利乳酪,布里乳酪
泡打粉,速發粉
奧勒岡,奧瑞岡
酒,酒
桑葉,桑葉
人蔘,高麗參
豉椒醬,豉椒醬
海膽醬,日本海膽醬
生菜沙拉,莎拉
柑桔,柑桔
凱薩醬,costco凱薩醬
蠔油,豪油
裝飾糖粒,裝飾彩糖
桑葚,桑葚
加州李,加州青李
雞湯,老雞煨湯
雞蛋,玉子
蜜豆,蜜豆
雪利酒,加烈酒
蜜之果,蜜之果
五彩辣椒,五彩辣椒
羊肉,羊
大頭菜,莖藍
油豆腐,豆腐卜
樹子,破菩子
豬五花肉,豬胸肉
蟹肉,蟹肉
草苺乾,草苺乾
預拌粉,克寧姆預拌粉
味增醬,辣味噌醬
紫色花椰菜,紫色花椰菜
茄子,日本茄
羅勒子,蘭香子
低筋麵粉,低粉
龍葵,烏甜仔菜
柚子葉,柚子葉
水麥芽,水麥芽
生菜沙拉葉,生菜沙拉葉
焗烤起司,焗烤用雙色起司
脆梅,翠梅
菠菜,菠菱菜
優酪蝦球調味汁,優酪蝦球調味汁
奶香粉,奶香粉
椰粉,椰粉
水餃皮,飩餛皮
烏龍麵,烏龍麵
波蘿蜜,菠蘿蜜
茉莉花茶,茉莉花茶
魚高湯,紫魚汁
蛋皮,煎蛋皮切絲
豬里肌肉排,法式里肌排
液熊油,液熊油
蔥,蔥段
印度香料茶,印度香料茶茶包
青花椰苗,青花芽菜
冷凍蔬菜,綜合冷凍蔬菜
蝦仁,去殼蝦肉
葡萄柚,綠寶石柚
可樂果,可樂果
漢堡,漢堡
桂花釀茶包,有機乾燥桂花
雞腿,帶骨雞腿
魚皮,虱目魚皮
粉心粉,粉心粉
馬茲拉起司,模札瑞拉起司
吻仔魚,刎仔魚
食鹽,幼鹽
松阪豬,松阪豬
番石榴,番石榴
春川燉雞塊調理醬,春川燉雞調理醬
豬肉醬,豬肉醬
鹽膚木,山埔鹽
青衣魚,四齒仔
辣根,山蘿蔔
紅燒湯底,紅燒湯頭
雞精,雞精
美生菜,美生蘿
酪梨,梨酪
筊白筍,加澤筍
雞精粉,雞粉
燻肉,燻肉
辣椒,指天椒
梨子,大雪梨
八珍中藥包,八珍中藥包
甜椒,彩椒切片黃
荸薺,荸萁
蘋果汁,蘋果汁
枸杞,杞子
青星九刺鮨,紅格仔
砂糖,細砂糖
煉乳,鍊乳
椰子粉,椰奶粉
豬五花肉,五花腩
石斑魚,斑魚
伍仔魚,伍仔魚
帕馬森起司,帕爾瑪森起司
菜脯,碎菜埔
覆盆子,托盤
薄荷葉,薄荷
水,溫開水
小豆蔻,荳蔻莢
卡非醬,卡非醬
蒜,算仔
醋,辣香酢
米霖,醇米霖
冷凍蔬菜,蔬菜粒
麥芽,黃麥芽
蝦,泰國母蝦
牛頭皮,牛頭皮
醬菜,醃漬醬菜
蛋液,蛋黃液
火腿,小火腳
豆豉,乾蔭鼓
蔬菜粉,蔬菜粉
魚尾巴,魚尾巴
火腿,小火腿
羅宋湯,羅宋湯
杏仁,杏桃乾
格呂耶爾起司,gruyere
甘露子,肺癆草
伏特加,伏特加
麻油,芝麻油
醬油,瑞春蘭級清油
豬排,豬扒
假人蔘,土人蔘
香草,普羅旺斯風味香料
糖醋排骨,糖醋排骨
大頭菜,紅蕪菁
辛奇醬,辛奇醬
洋蔥,洋蔥末
紅醬,拿坡里紅醬
酒釀,醪糟
蒜,清蒜
醃肉,醃豬肉片
奶油萵苣,奶油萵苣
泡椒水,泡椒水
柳橙汁,柳橙汁
魚丸,魚丸子
豬梅花肉,豬上肉
豬肉醬,肉醬
魷魚絲,魷魚絲
火腿,雲腿
蝦,新鮮大蝦
印度香料,Masala
玉竹,葳蕤
雞骨,雞骨頭
黃色色素,色素黃色5號
二砂糖,黃糖
人蔘,人參
蛋黃醬,Kewpie BB蛋黃醬
荸薺,蓖萁
雞蛋,雞卵
豬腱子肉,中里肌
牛菲力,牛菲力
燒酒雞藥包,燒酒雞藥包
筍乾,荀乾
牛心,牛心
左手香,印度琉璃苣
甘露子,白冬蟲草
蹄膀,蹄膀
檸檬皮,檸檬屑
大理石片,抹茶大理石片
酥皮,酥皮紙
麻糬粉,超軟麻糬粉
目孔魚,木葉?
肥膘,肥膘肉
蕺菜,蕺菜
火鍋料,餃霸
酵母粉,迅發酵母
手卷,手卷
烤肉醬,烤香醬
紅茶,仕女伯爵茶茶包
豆沙,豆沙
高麗菜,梨山甘藍
蒜香黑糊椒醬,蒜香黑糊椒醬
鴨胸,櫻桃鴨胸
烤麩,烤麩
色素,香料色素
脆漿粉,脆漿粉
興渠,哈昔尼
水,暖水
香精,各色班單香精
Oreo餅乾,OREL 餅乾
葡萄糖漿,葡萄糖醬
接骨木花汁,接骨木花汁
沙蔘,沙蔘
椰子汁,棷汁
豆瓣菜,水蔊菜
?菜,綠?菜
脆瓜,自製脆瓜
蝦,大蝦
糖果,糖果
馬芬堡,英式馬芬滿福堡
甘藍芽,比利時甘藍
九層塔,basilic
魴魚,枋魚
鳳梨,牛奶鳳梨
番薯,紅薯
蝦皮,蝦的幼苗
高筋麵粉,高筋面粉
飯團,三色飯糰
蔓越莓,蔓越梅
黃魚,大黃魚
東方美人茶,膨風茶
巴西里,巴西里末
玫瑰花,玫瑰
紅蛋,紅蛋
甜豌豆,甜脆豌豆
飯,溫飯
穀片,Rice Krispies
茄茉菜,茄茉菜
茶汁,冷卻茶汁
雪裡紅,雪裏紅
肉泥冰磚,肉泥冰磚
蟹肉棒,蟹柳
珍珠米,珍珠蒟蒻米
肯瓊粉,卡疆
葡萄酒,紅葡萄酒
醬油,淡色醬油
菜脯,辣菜圃
肉桂粉,玉桂粉
三七,土三七
番薯,紫薯泥
火鍋料,桂冠黃金起司球
瑪斯卡彭起司,馬士卡彭
火鍋料,白板
酵母粉,乾酵粉
花生,烤花生
起司,北海道起司球
辣椒醬,愛之味麻辣醬
芙蓉糕粉,芙蓉糕粉
油條,老油條塊
貝芽菜,蘿蔔纓
綠豆芽,芽心
當歸藥包,當歸
雞胸肉,帶皮雞脯
巧克力糖,金莎
番薯,紫薯
紫高麗菜,紅甘藍
螺絲粉,螺螄粉
發芽米,發芽米
牛肉丸子,小牛肉丸
水餃皮,餃皮
稜角絲瓜,廣東絲瓜
海帶,海龍
和風醬,和風沙拉醬
筊白筍,菰
瑪斯卡彭起司,馬斯卡朋
卡士達醬,巧達醬
預拌粉,蛋白糖霜預拌粉
亮光膠,亮光膠
麵片,麵片
蘋果,翠玉青蘋果
麥芽,土麥芽膏
紅豆,熟大紅豆
豬大腸,肥腸
榛果,榛果碎
螺,肉螺
蔬菜湯,什錦蔬菜瘦身湯
金針花,萱草
醬瓜,福松蔭瓜
棒棒腿,雞小腿
莓果,綜合野莓
川七,川七
豬排,豬排
炒黑白絲,炒黑白絲
杏鮑菇,幸鮑菇
蟹黃,蟹黃
餅乾,奇福餅乾
烏醋,鳥醋
胡蘿蔔,紅K
刈包,掛包
芭樂,牛乳芭樂
油蔥酥,乾蔥頭末
青龍辣椒,青龍
色素,調色用色素
