,RcpNo,Rcp_ingreCal,RcpName
568,I00571,549.143449304,藜麥鷹嘴豆漢堡
569,I00572,1434.37629981,焗烤馬鈴薯泥蛋黃派
570,I00573,896.15144862,蔥燒雞肉豆腐漢堡排
571,I00574,3230.11805321,草莓巧克力塔
572,I00575,175.474943176,酒香烏魚子
573,I00576,660.097535051,皇帝豆雞肉咖哩飯
574,I00577,884.452491777,蒜香醬淋黃魚
575,I00578,1417.39922953,港式蜜汁叉燒
576,I00579,217.03202122,自製croque madame
577,I00580,1523.74375132,南瓜起司火腿鮮蝦可樂餅
578,I00581,227.830029421,日式炸豬排
579,I00582,22.82381562,長命百歲
580,I00583,631.393871946,和風蔥肉捲
581,I00584,554.781937389,番茄燉牛肉
582,I00585,662.669044442,鮭魚炒飯
583,I00586,1849.53485977,愛戀莓果卷
584,I00587,2898.46914827,養生茶油炒肉
585,I00588,3077.1607143,春日草莓蛋糕
586,I00589,1397.1407471,韓式泡菜豬肉
587,I00590,928.25424877,巾著蛋雞肉煮
588,I00591,565.431718635,香煎里肌肉排
589,I00592,0.0,煎馬鈴薯條
590,I00593,560.496819524,起司牛肉丼
591,I00594,177.0119048,迷迭香酒泊鮭魚
592,I00595,761.091597985,蕃茄炒蛋
593,I00596,633.875005085,松花皮蛋地瓜葉
594,I00597,643.94353204,涼拌鴨賞
595,I00598,445.191266991,鹽酥雞
596,I00599,789.105311966,烙烤鮪魚尼斯沙拉
597,I00600,681.516964533,雞肉火鍋
598,I00601,1336.49185112,美式燉羊肉
599,I00602,115.976346666,清蒸魚
600,I00603,1246.25309557,醉蝦
601,I00604,2285.13753642,魯肉
602,I00605,2582.43248374,豆鼓粉蒸豬軟骨
603,I00606,781.909730769,高麗菜飯
604,I00607,613.875,燒汁金菇牛肉卷
605,I00608,20.305642698,芹菜炒雙鮮~~吃的到鮮味喔!!
606,I00609,356.122616787,紅燒鐵板豆腐
607,I00610,957.86971047,迷你薯圈圈
608,I00611,0.0,梅干扣肉割包
609,I00612,70.1521647345,地瓜家常鍋
610,I00613,734.458076209,圓圓滿滿 香菇鑲肉
611,I00614,647.738982378,南瓜茴香煎餅
612,I00615,69.949999995,角椒鑲肉
613,I00616,1064.95436555,韓式海鮮煎餅
614,I00617,695.274160199,照燒洋蔥蛋佐雞排
615,I00618,386.998599817,三杯牛柳
616,I00619,398.837571924,酥炒花椰菜
617,I00620,17.0358791515,蒜辣菜頭皮
618,I00621,1545.45602287,紹興醉蝦
619,I00622,536.649588252,椒鹽脆皮雞腿排
620,I00623,208.23358068,健康無油偽炸雞
621,I00624,434.82875507,蜜汁叉燒肉
622,I00625,2660.43145914,玫瑰蘋果塔
623,I00626,451.933229006,蒜泥白肉
624,I00627,2199.77840376,肉桂蘋果奶油蛋糕
625,I00628,710.423050975,蒜泥白肉
626,I00629,472.157706526,家常炒白蝦
627,I00630,135.55188089,黃金焗烤 魴魚排
628,I00631,1362.69026278,日式草莓輕乳酪蛋糕
629,I00632,470.340175834,鮮嫩多汁! 紅酒香料烤牛肉
630,I00633,265.084106042,金錢蝦餅
631,I00634,965.430813822,鹽麴鮭魚炒高麗菜
632,I00635,434.860271892,青花筍佐椒麻皮蛋醬
633,I00636,2706.97816328,毛式紅燒肉
634,I00637,1208.77362245,蒜蓉燒排骨
635,I00638,325.27119591,三色炒蟹肉
636,I00639,1159.32595945,芋泥球
637,I00640,936.208192361,龍鳳果糖醋排骨
638,I00641,1353.95685484,豬腳麵線
639,I00642,704.506693035,草莓塔-附卡士達醬作法
640,I00643,219.04251705,奶油爆米花~~在家看電影的1號餐!!
641,I00644,92.9352142,香烤挪威鹽漬鯖魚
642,I00645,0.0,懶人]
643,I00646,1471.1344202,年菜變化~萬年滷肉鍋變身人氣牛肉麵！
644,I00647,113.334023809,簡易親子丼
645,I00648,4227.92751436,番茄燉牛肉
646,I00649,115.083936003,香蕉牛奶
647,I00650,201.780379558,海參炒荷蘭豆
648,I00651,199.442238282,鬆軟香濃番茄起司蛋
649,I00652,19.800292398,黃金手風薯
650,I00653,327.292553955,蒲燒虱目魚
651,I00654,213.75,香煎起司去骨雞腿
652,I00655,359.489164461,香料烤雞腿佐無花果紅酒醋醬汁
653,I00656,969.97551834,甜蝦蓮霧沙拉
654,I00657,106.626521371,蒜苗炒五花
655,I00658,2064.28113663,酒泊鱈魚紫米蛋炒飯
656,I00659,14069.7561405,元宵QQ芋泥土司餅
657,I00660,1037.02574757,黃金五福盈滿門
658,I00661,188.739656752,蘆筍炒臘腸
659,I00662,1925.64723926,蔥燒好運迎面來
660,I00663,484.944901945,茶香燻雞
661,I00664,280.837652086,翡翠如意迎春到
662,I00665,2383.81800454,卡滋卡滋香酥烤雞排
663,I00666,79.9536342403,菌菇燴長年菜
664,I00667,605.200207875,甜豆炒海鮮
665,I00668,769.007696535,嫩煎豬里肌排
666,I00669,3295.50433405,草莓煉奶藍莓慕斯塔
667,I00670,238.527297498,金瓜米粉
668,I00671,1282.75221247,腰果蝦仁
669,I00672,0.0,蔥香金針肉捲
670,I00673,53.044444445,草苺波波包
671,I00674,228.707887628,香烤鮭魚排
672,I00675,83.072125424,Detox water還我漂漂水鷹牌煉奶
673,I00676,390.661897816,韓式煎豆腐
674,I00677,1034.85311248,蜜餞芋泥丸
675,I00678,2251.7427988,港式蘿蔔糕
676,I00679,936.467552382,泰式牛肉沙拉
677,I00680,2573.74030537,什錦獅子頭
678,I00681,126.465878623,番茄豆腐湯
679,I00682,754.7855198,手作蘋果奶酥派
680,I00683,415.399999995,風行歐美的蔬菜麵
681,I00684,1076.7722423,滷雞爪
682,I00685,325.147997579,清蒸鱸魚
683,I00686,360.6055425,焦糖核桃
684,I00687,48.0,蜜桃草莓
685,I00688,0.0,草莓煉奶夾心可頌
686,I00689,152.73,草莓甜心棉花糖
687,I00690,3731.76988937,燻鮭魚茂谷柑胡桃沙拉
688,I00691,958.402501549,高麗菜煎餅
689,I00692,166.66819042,涼拌大頭菜
690,I00693,1545.0074074,古早味滷肉
691,I00694,1858.2294489,九層塔煮蜆
692,I00695,389.168139239,花開富貴菇如意
693,I00696,1583.57108896,鰻魚丼
694,I00697,0.0,黃金酥炸南瓜
695,I00698,1052.58142252,高麗菜捲
696,I00699,135.822225946,吉祥滷香菇
697,I00700,11326.3153075,黃金蝦
698,I00701,978.210214878,西洋芹京醬牛肉絲
699,I00702,547.172817422,鮮味有魚年年春
700,I00703,2778.29070266,豬事大吉好運到
701,I00704,185.60907354,奶油焦糖爆米花
702,I00705,312.616810335,羅勒番茄莎莎醬焗多士
703,I00706,1167.60445787,蒜苗炒臘肉
704,I00707,389.822638968,西班牙風臘肉烘蛋
705,I00708,952.808862905,草莓大福
706,I00709,435.935833954,豆腐起司肉片捲
707,I00710,551.900967054,蟹肉溫沙拉
708,I00711,384.778571418,免油照燒香酥雞
709,I00712,612.969724692,五味龍腸
710,I00713,844.610859015,茶葉蛋超簡單
711,I00714,194.761227221,鹹酥雞
712,I00715,2048.14587863,草莓鮮奶油蛋糕捲
713,I00716,57.05953905,芥菜牛肉湯
714,I00717,65.044444445,大草苺加煉奶-鷹牌煉奶
715,I00718,440.895834616,茄汁海鮮佐青醬
716,I00719,756.007262841,甜蜜開胃糖醋魚
717,I00720,1120.78177305,香酥脆皮炸雞塊
718,I00721,2518.49852261,草莓豆漿卡士達水果塔
719,I00722,46.19824848,水果蝦卷
720,I00723,36.949999995,洋蔥鮭魚
721,I00724,434.02631528,花生香蕉卷
722,I00725,901.39166667,香草烤雞
723,I00726,1931.14594718,豬五花
724,I00727,1239.85708741,粟米魚柳
725,I00728,203.815376867,燴烏參
726,I00729,3057.01279375,香料慢燉牛肉
727,I00730,0.0,烤紅燒豆皮
728,I00731,616.84722225,照燒雞腿排
729,I00732,169.419098459,彩椒牛肉盒
730,I00733,0.0,Salsa Chicken
731,I00734,635.759263477,三珍海味
732,I00735,271.719827418,烏魚子蘋果芝麻菜佐榛果油醋
733,I00736,361.447767899,清蒸白鯧魚
734,I00737,817.327201768,高升排骨
735,I00738,723.641666527,紹興醉雞
736,I00739,1233.1452906,蒜蓉粉絲蒸蝦
737,I00740,137.437089193,彩蔬香煎鯧
738,I00741,113.84502439,大蔥鹹豬肉
739,I00742,1626.48390225,蘋果派
740,I00743,4910.85769463,橙汁燒五花
741,I00744,286.994488427,蠔油燒筍菇
742,I00745,189.347734242,香煎烏魚子
743,I00746,40.28796297,梅香白酒醃漬小番茄
744,I00747,1464.22268629,滷蘿蔔
745,I00748,3028.72640082,紅燒獅子頭
746,I00749,187.008053868,薯餅
747,I00750,2005.37428757,海鮮燉飯
748,I00751,983.534997208,四步驟照燒雞
749,I00752,1075.04381746,鮮菇梅花黑豬
750,I00753,26.17527472,麻婆魚片
751,I00754,1081.13537992,百花釀鮮菇
752,I00755,3298.13991422,蜜汁叉燒
753,I00756,2.6875,醉雞
754,I00757,364.929345138,蜜汁排骨
755,I00758,0.0,烤紅燒鮭魚片
756,I00759,4478.503401,甜蜜的桔子
757,I00760,323.092352835,黃金炸蝦
758,I00761,98.910098835,白酒杏鮑菇
759,I00762,591.992388,雙寶黃金芋泥球
760,I00763,1109.02312041,日式低卡雙寶漢堡排
761,I00764,2032.66858224,辣炒年糕
762,I00765,786.312035973,黃金蝦鬆
763,I00766,89.818818762,橙汁蜜香雞腿串燒
764,I00767,1234.06285079,醉蝦
765,I00768,1875.75880787,粉蒸排骨
766,I00769,458.16140724,大紅明蝦
767,I00770,327.58245442,簡易版紹興醉雞
768,I00771,419.109425759,奶油雞肉
769,I00772,116.443441141,蔥爆雞肉捲餅
770,I00773,523.6521739,新鮮草莓巧克力
771,I00774,364.964728217,麒麟午仔魚
772,I00775,2894.10699308,鳳梨燒五花肉
773,I00776,3909.1178601,壓力鍋紅燒東坡肉
774,I00777,56.284920567,焗烤海大蝦
775,I00778,34.169724492,塔香醬炒杏鮑菇
776,I00779,4687.70725404,香煎迷你馬鈴薯
777,I00780,1083.4970808,炸豬排
778,I00781,34.169724492,鮮菇豆苗
779,I00782,3321.02476599,烤茄汁豬肋排
780,I00783,1238.38972046,檸香煎五花
781,I00784,2795.025,琥珀核桃
782,I00785,191.22969731,花開富貴
783,I00786,516.383838739,冰糖醬鴨腿
784,I00787,362.014646207,松柏長青
785,I00788,670.18981482,千里傳香百花肉片經典盤
786,I00789,101.229997376,薑汁炒芥蘭
787,I00790,188.400710085,鑄鐵鍋爆米花
788,I00791,2739.46509846,軟嫩控肉
789,I00792,172.551904802,百里香烤鮭魚
790,I00793,335.066182386,檸檬蝦
791,I00794,287.475645745,南瓜泥透抽派
792,I00795,2713.64567731,紅燒白鯧
793,I00796,2197.59863505,豬肉乾
794,I00797,507.714033937,蔥香手撕雞
795,I00798,1306.96273992,紅燒牛肉~Beef Stew !
796,I00799,217.153451479,紅蘿蔔炒蛋
797,I00800,0.0,思念的炒黃綠紅椒
798,I00801,550.616101406,香草里肌芥末鮪魚醬
799,I00802,3807.413202,正宗港式臘味蘿蔔糕
800,I00803,23.6260307985,孜然田園牛肉卷
801,I00804,381.424854553,蒜燒草魚煲
802,I00805,2892.94323,蘿蔔糕
803,I00806,668.155542733,《電鍋料理》小時候味道瓜仔肉
804,I00807,2234.8441997,糖醋珍香排骨
805,I00808,1380.93618526,蛋素)
806,I00809,1141.11798819,肉桂蘋果派
807,I00810,375.123358957,蔥爆雙魷
808,I00811,965.812062595,麻油香酥魚排
809,I00812,910.126960017,無蛋肉桂蘋果蛋糕
810,I00813,920.124308175,南瓜蕃薯濃湯
811,I00814,867.287213114,草莓慕斯
812,I00815,613.814009586,紅燒啤酒豬腳腿庫
813,I00816,412.935423099,白玉甘露好彩頭
814,I00817,371.887734964,嫩蛋蝦仁
815,I00818,1559.85426545,6吋千層蘋果派
816,I00819,1745.09556201,草莓派
817,I00820,880.728418602,快速做醉蝦
818,I00821,0.0,金玉滿堂
819,I00822,0.0,椰棗核桃
820,I00823,97.233368278,橙汁鴨胸
821,I00824,1396.04571764,剝皮辣椒蒸肉餅
822,I00825,132.570918074,酸辣洋芋絲
823,I00826,1330.31281081,宮保雞丁
824,I00827,448.92173912,巧克力草莓
825,I00828,1137.18249885,簡易橙汁排骨-阿基師版
826,I00829,72.208539655,辣子雞丁
827,I00830,1715.6375,南瓜麵疙瘩
828,I00831,2250.04338755,鮮蝦粉絲煲
829,I00832,1061.19345943,泰式打拋豬肉
830,I00833,445.75,紅豆草莓大福
831,I00834,501.21821955,香乾雪裡紅
832,I00835,338.24571645,豆腐乳雞腿
833,I00836,0.0,懶人]
834,I00837,885.140750134,紅燒烤麩
835,I00838,723.392268291,蝦仁絞肉米皮捲
56291,I00839,400,金玉滿堂
836,I00840,238.48039311,焗烤起司地瓜
837,I00841,634.55703544,你儂我儂
838,I00842,1028.46994226,精神百倍洋洋鍋
839,I00843,966.553477309,蘿蔔肉末煮
840,I00844,2739.16386759,剝皮辣椒燉雞湯
841,I00845,1023.93447868,紹興醉蝦
842,I00846,215.526151959,蛋白燉奶 & 鮮奶燉蛋
843,I00847,366.125673495,打拋豬肉圓
844,I00848,648.797272726,蘋果排骨湯
845,I00849,766.258384981,冬筍魷魚螺肉蒜
846,I00850,512.62493217,鮭魚餐
847,I00851,657.695725425,酒嗆白蝦
848,I00852,438.858690898,黃金玉米炒絞肉
849,I00853,2418.01383768,香煎魚柳配牛油檸檬汁
850,I00854,348.987276875,北海道牛奶薑汁燉蛋
851,I00855,4182.77014263,醃鹹豬肉
852,I00856,920.579757778,黃金雞翅
853,I00857,248.355091432,花團錦簇~百菇椰菜 簡易版
854,I00858,604.566779365,鷹牌煉奶
855,I00859,2630.78645165,白蝦粉絲煲
856,I00860,368.6874999,熟又不會太熟的香醇酒蛋
857,I00861,170.199168373,醃蘿蔔片
858,I00862,0.0,芹菜炒蟹棒
859,I00863,1156.76061189,辣味豆乾
860,I00864,560.961215315,海味芙蓉蛋
861,I00865,387.31902628,年菜料理乾燒明蝦
862,I00866,2259.46457853,法式濃情燉雞
863,I00867,6539.46033935,蟹粉獅子頭
864,I00868,358.370238035,電鍋蜜芋頭
865,I00869,653.243902613,鹹蛋蒸肉餅
866,I00870,296.6666667,速成烤鴨麵
867,I00871,723.260723563,雲南豆鼓蒸富貴鯧魚
868,I00872,1824.31022838,橙汁排骨
869,I00873,943.848611111,京都排骨
870,I00874,409.544983649,麻油香醉蝦
871,I00875,800.14155163,照燒洋芋
872,I00876,52.9456159485,金華火腿炒蒜苗
873,I00877,287.19109195,草莓蜜糖吐司
874,I00878,2502.00584796,"充滿暖意的""黑糖地瓜湯""!!"
875,I00879,318.0,日式炸豬排 - 腰內肉
876,I00880,848.452842644,香蕉醋
877,I00881,2120.60750598,自製肉乾
878,I00882,72.54310344,草莓巧克力塔
879,I00883,461.433120204,香滷牛腱
880,I00884,1226.75244051,茄汁小排
881,I00885,1069.87908498,煉奶卡士達草莓大福
882,I00886,214.180695549,蔥爆豆干
883,I00887,3208.18109384,鹹魚燒肉 江浙菜
884,I00888,386.90302997,照燒雞肉
885,I00889,238.16804868,香甜草莓吐司
886,I00890,453.52471652,藍莓山藥
887,I00891,682.044887999,芋頭起士酥
888,I00892,707.658299985,低熱量棒棒雞腿片
889,I00893,651.918094366,全素
890,I00894,821.746085032,雙寶蛋沙拉點心餅
891,I00895,291.993386418,豆皮白菜滷
892,I00896,541.634858623,低熱量蝦仁炒鮮奶
893,I00897,571.510672868,酸辣木耳炒鮭魚
894,I00898,390.9481482,低熱量豆腐漢堡排
895,I00899,644.835930071,辣炒蒜苗香腸
896,I00900,640.58209008,南瓜濃湯
897,I00901,588.277077719,亞麻籽酪梨甜菜根沙拉
898,I00902,470.066295685,起司漢堡排
899,I00903,4730.0,簡易蜜金棗
900,I00904,284.08053873,黃金炸薯條
901,I00905,337.803519161,蟹管肉蔥花蛋
902,I00906,416.445180439,洋蔥番茄牛腱湯麵
903,I00907,1676.72007848,奶油香蒜胡椒蝦
904,I00908,2060.88333334,芋泥年在一起
905,I00909,105.891234358,烏魚子鬆炒蘑菇
906,I00910,1852.31939863,紅燒牛肉
907,I00911,1272.35208502,超幼滑薯蓉
908,I00912,390.808205161,低熱量乾煎牛菇雙排
909,I00913,1002.68085727,芝麻蔥花雞塊
910,I00914,940.46340675,美味醉蝦
911,I00915,202.9970808,簡易可愛蛋包飯
912,I00916,169.5030332,鮭魚起士酥派
913,I00917,1352.9004327,米漿做的芋頭糕
914,I00918,380.64053873,串烤奶油馬鈴薯
915,I00919,42.035358504,蕃茄豆漿美顏飲
916,I00920,210.86509759,鱈魚西京燒
917,I00921,462.33641262,開陽白菜滷-雞油篇
918,I00922,598.05326668,五福臨門蜜蝦球
919,I00923,47.37559524,乾煸四季豆
920,I00924,208.826075288,迷迭香鮮蔬鮭魚
921,I00925,489.057080802,炸草莓
922,I00926,334.601727952,雞肉水果煉乳沙拉
923,I00927,5392.57816993,香料脆皮雞翅
924,I00928,69.534523803,醬煮昆布
925,I00929,192.998569313,醬燒鮭魚
926,I00930,605.8000002,清燙曼波魚
927,I00931,1633.1006809,蔬菜煮法國春雞
928,I00932,536.446523809,義式野菇佐鴨胸燉飯
929,I00933,6961.04884406,佃煮秋刀魚
930,I00934,2020.37550746,梅仙老師的栗子燒雞
931,I00935,552.146223824,羅宋魚湯
932,I00936,3204.90326757,芋泥蛋糕捲‧鷹牌煉奶
933,I00937,443.205899049,薑汁燒肉
934,I00938,1192.35645106,洋蔥奶油牛肉燒
935,I00939,379.314164788,韭香滑蛋蝦仁
936,I00940,494.98119108,剝皮辣椒卷
937,I00941,415.5555556,酥脆皮黃金雞腿排
938,I00942,1274.85318301,蘭開夏燉羊肉
939,I00943,250.413621725,用電鍋作匈牙利牛肉燉菜
940,I00944,1161.74946643,焗烤奶油白菜
941,I00945,0.0,金黃芝麻地瓜
942,I00946,0.0,馬鈴薯煎餅
943,I00947,0.0,煎香腸
944,I00948,727.210550468,金銀韭菜蛋
945,I00949,634.542618424,韭菜蝦鬆
946,I00950,254.031749338,香蒜豬佐高麗菜
947,I00951,309.601666599,非蒸蛋的蒸蛋
948,I00952,749.121388265,香辣洋蔥蒸雞
949,I00953,938.662804783,節瓜炸物
950,I00954,292.009580805,明太子豬排
951,I00955,1754.08369305,豆乳燒雞翅
952,I00956,764.9285715,蜂蜜照燒豬肉乾
953,I00957,234.146552241,鳳梨醬清蒸魚
954,I00958,227.205491148,療傷高麗菜
955,I00959,4249.22090132,蔥油雞+蜜汁雞
956,I00960,3855.38335827,花生腳庫肉
957,I00961,1323.78999126,高昇豬肋排
958,I00962,355.403430159,秀珍菇煎餅
959,I00963,2399.72094134,菜頭粿
960,I00964,103.680574992,超下飯! 韓式泡菜辣炒花枝
961,I00965,4088.21730081,鮮蝦粉絲煲
962,I00966,1733.45152195,南瓜金沙炸鮮魚
963,I00967,76.9970808,奶油蕈菇醬
964,I00968,1021.2386323,草莓巧克力麵包布丁
965,I00969,903.342573735,茄汁洋蔥滑蛋蟹
966,I00970,607.503211173,白菜竹笙豆腐羹
967,I00971,0.0,懶人]
968,I00972,877.837589546,紅酒燉牛肉
969,I00973,732.165901835,避風塘炒明蝦
970,I00974,0.0,懶人]
971,I00975,164.260445227,麻辣蒸魚片
972,I00976,445.638985122,冰糖糯米藕
973,I00977,0.0,懶人]
974,I00978,661.916341333,蜜汁烤雞翅
975,I00979,2571.09933469,柱侯枝竹牛肋條
976,I00980,9.898886018,酥炸洋蔥圈
977,I00981,884.34799506,蘿蔔絲煎餅
978,I00982,1351.87444388,香濃咖哩雞
979,I00983,1767.80666142,廣式臘味芋頭糕
980,I00984,294.305442988,白醬紅咖哩燉雞
981,I00985,256.00956059,梅子地瓜蒸魚
982,I00986,104.845846545,培根高麗菜
983,I00987,850.035404853,有信心燒賣
984,I00988,569.84857746,焗烤馬鈴薯
985,I00989,663.32351166,麻油杏鮑菇湯
986,I00990,2131.28957123,蕃薯米餅
987,I00991,320.600202964,電鍋雕魚飯
988,I00992,298.715618645,草莓奶凍吐司捲
989,I00993,2613.25725304,鮮茄肉醬湯麵
990,I00994,396.00584796,白糖黃金地瓜薯條
991,I00995,42.746666664,穀盛綠咖哩豬肉捲餅
992,I00996,113.562399594,蘋果派
993,I00997,1802.77457129,塔香鮮蜆
994,I00998,48.8568439546,黃芥茉涼拌花枝
995,I00999,100.31649696,枸杞葉煎蛋
996,I01000,40.690147784,鴨胸肉佐藍莓優格
997,I01001,670.446498374,奶香草莓法式吐司捲
998,I01002,1014.1488642,時果手捲
999,I01003,124.455041268,涼拌黑木耳+蘋果~超簡版
1000,I01004,797.910049388,馬鈴薯烘蛋
1001,I01005,1304.13310465,簡易南瓜奶酪
1002,I01006,459.016977247,爐烤牛排佐青碗豆仁。七分熟仍維持軟嫩口感
1003,I01007,314.4888889,泰式脆皮雞腿排
1004,I01008,100.5375,椒麻豬肉炒三絲
1005,I01009,602.498466892,麻辣糯米椒燒蛋
1006,I01010,250.5250647,完美的米蘭雞排
1007,I01011,885.335751288,薄片馬鈴薯起司烘蛋
1008,I01012,194.304303188,南瓜可樂餅
1009,I01013,0.0,烤地瓜
1010,I01014,1402.6559525,家常麻婆豆腐
1011,I01015,1719.49515924,港式經典烤焗豬排飯
1012,I01016,2070.8704084,豬肉味噌湯
1013,I01017,24.8390476628,素炒娃娃菜
1014,I01018,897.428357785,照燒雞腿
1015,I01019,328.761122455,梅干扣肉
1016,I01020,974.673166857,羊肉飯
1017,I01021,1512.52477849,滷豬腳
1018,I01022,1016.2095424,紹興酒熗蝦
1019,I01023,875.302303745,瓜仔肉
1020,I01024,92.2429344585,金針菇煎餅
1021,I01025,301.811799788,拍青瓜
1022,I01026,743.673776514,櫻桃蘿蔔蛋沙拉
1023,I01027,852.24161619,格子薯片
1024,I01028,41.592894075,腐乳空心菜
1025,I01029,367.910384209,韓式辣蘿蔔乾
1026,I01030,143.48531904,韭菜炒豆干
1027,I01031,690.322977,明太子焗烤馬鈴薯
1028,I01032,247.469880747,烤的酥脆洋蔥圈
1029,I01033,1020.8665265,馬鈴薯乳酪小圓餅
1030,I01034,456.779280675,巨無霸黃金蛋餃
1031,I01035,314.100171457,蘑菇雞肉南瓜盅
1032,I01036,175.670895165,手撕雞肉飯
1033,I01037,1971.9517968,丁香花生
1034,I01038,73.2064961454,清蒸鱈魚
1035,I01039,1136.58996957,滷雞腿
1036,I01040,396.00584796,炸地瓜
1037,I01041,279.709504312,土瓶蒸
1038,I01042,235.582444238,蜂蜜照燒雞腿排
1039,I01043,435.229710037,上湯芝士帝皇蟹腳伊麵
1040,I01044,406.627155175,秋葵肉捲
1041,I01045,1028.63492336,巧克力香蕉千層冰
1042,I01046,0.0,醬燒蘿白
1043,I01047,282.231185117,烤紅椒粉花椰菜
1044,I01048,590.619910872,韓式醬煮黑豆
